#
#            Case D.S1       Station=  6
#            X=  12.7 mm      Tunnel Run#= 782   Ue/Uref=   0.908      Date= 617.88  Time= 7.50
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  0.000   0.00   0.00   0.00  -1.51  -0.69   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.25  0.389 -0.001  0.207  11.01   1.33  11.07  -1.34  -0.61   1.11   1.88  0.03  3.00  0.14  0.05  0.35 -2.04 -0.06 -3.50  0.30
 2  0.38  0.466 -0.003  0.237  10.21   2.06  11.81  -1.54  -0.43  -0.49   0.95 -0.08  1.65  0.38  0.08  0.44 -1.21 -0.21 -3.49  0.43
 3  0.51  0.504 -0.003  0.242   9.99   2.40  11.41  -1.54  -0.08  -1.17   0.73 -0.13  1.25  0.48  0.17  0.30 -0.60 -0.32 -2.09  0.54
 4  0.63  0.532 -0.002  0.243   9.91   2.76  11.56  -1.54   0.37  -1.67   0.89 -0.16  0.69  0.43  0.25  0.18 -0.20 -0.19 -1.54  0.34
 5  0.76  0.551  0.000  0.235   9.41   2.82  11.24  -1.33   0.66  -1.84   1.42 -0.07  0.69  0.28  0.12  0.16 -0.03 -0.28 -1.75  0.27
 6  1.02  0.570 -0.001  0.224   9.12   2.99  12.01  -1.15   1.14  -2.34   1.48  0.08  0.34  0.33  0.14  0.37  0.01 -0.13 -1.02  0.18
 7  1.27  0.585 -0.001  0.217   9.52   3.25  12.05  -1.29   1.58  -2.73   0.75  0.01  0.12  0.47  0.23  0.70  0.15  0.12 -1.12  0.01
 8  1.52  0.599  0.000  0.209   9.75   3.58  12.00  -1.57   1.96  -2.91   0.83 -0.22 -0.20  0.57  0.41  0.70  0.35  0.35  0.74 -0.12
 9  1.78  0.610 -0.002  0.199   9.63   3.74  12.21  -1.57   2.07  -3.22   0.29 -0.34 -0.27  0.52  0.47  0.98  0.68  0.51  0.84 -0.23
10  2.03  0.616  0.001  0.193   9.88   3.98  12.04  -1.86   2.26  -3.61  -0.47 -0.39 -1.04  0.87  0.67  1.06  0.98  0.60  2.07 -0.33
