#
#            Case B.S1       Station=  5
#            X= -76.2 mm      Tunnel Run#= 620   Ue/Uref=   0.601      Date= 328.88  Time=18.00
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  0.000   0.00   0.00   0.00  -1.49   2.17   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.19  0.342  0.000  0.389  13.20   0.00  22.04   0.00   0.00  -8.96   1.32  0.00 -5.23  0.00  0.00  0.00  2.13  0.00  5.88  0.00
 2  0.25  0.363 -0.001  0.363  12.37   2.64  19.70  -1.18   2.00  -7.02   0.31 -0.27 -6.71  0.71 -0.09  2.08  3.41  0.51 10.15 -1.13
 3  0.38  0.391  0.000  0.316  11.46   3.35  15.85  -1.32   1.92  -4.94  -0.16 -0.30 -4.17  0.72  0.16  1.83  2.34  0.70  5.99 -0.86
 4  0.51  0.412 -0.009  0.288  10.85   3.18  14.59  -1.32   1.98  -4.02   0.55 -0.43 -2.97  0.68  0.31  1.53  1.68  0.67  4.62 -0.63
 5  0.63  0.421 -0.008  0.268  10.56   3.35  13.48  -1.25   1.80  -3.62  -0.06 -0.34 -2.20  0.72  0.42  1.24  1.09  0.63  3.21 -0.31
 6  0.76  0.434 -0.008  0.253  10.57   3.35  13.17  -1.30   1.89  -3.41   0.19 -0.26 -1.76  0.54  0.49  1.18  0.74  0.50  2.38 -0.36
 7  1.02  0.451 -0.007  0.226  10.14   3.54  12.22  -1.62   1.89  -3.28   0.49 -0.46 -1.49  0.73  0.61  1.59  0.73  0.79  3.19 -0.38
 8  1.27  0.465 -0.003  0.211   9.98   3.67  12.11  -1.63   2.07  -3.48  -0.03 -0.40 -1.12  0.97  0.61  1.19  1.03  0.65  2.58 -0.49
 9  1.52  0.478 -0.002  0.191  10.16   3.68  11.09  -1.64   1.97  -3.56  -0.25 -0.50 -1.24  0.82  0.56  1.25  1.06  0.85  2.68 -0.49
10  1.78  0.491 -0.003  0.179   9.56   3.57  11.15  -1.60   1.93  -3.49  -0.46 -0.22 -1.22  0.65  0.36  1.24  1.08  0.70  2.60 -0.29
11  2.03  0.499 -0.002  0.171   9.48   3.70  11.04  -1.76   2.06  -3.65  -0.02 -0.41 -1.39  0.67  0.59  1.44  1.28  0.74  2.91 -0.54
12  2.29  0.505  0.000  0.161   9.24   3.61  10.64  -1.55   1.86  -3.43  -0.27 -0.30 -1.07  0.75  0.43  1.09  1.11  0.67  2.64 -0.39
13  2.54  0.512 -0.001  0.153   8.99   3.76  10.49  -1.87   2.18  -3.69  -0.82 -0.51 -1.43  0.89  0.54  1.50  1.50  0.91  2.23 -0.71
14  2.79  0.516  0.002  0.149   9.04   3.85  10.28  -1.90   2.04  -3.39  -0.55 -0.49 -1.19  0.71  0.48  1.47  1.13  0.85  2.44 -0.52
15  3.30  0.527  0.003  0.142   8.66   4.04   9.89  -1.98   2.10  -3.42  -0.50 -0.49 -1.02  0.77  0.61  1.41  0.99  0.92  2.25 -0.64
16  3.81  0.536  0.005  0.137   8.65   4.05   9.87  -1.85   2.13  -3.12  -0.72 -0.44 -0.80  0.87  0.43  1.34  1.11  0.88  1.78 -0.58
17  4.32  0.542  0.008  0.131   7.94   4.19   9.46  -1.92   2.11  -3.12  -0.36 -0.47 -0.70  0.56  0.64  1.31  0.89  0.96  2.00 -0.53
18  4.83  0.550  0.010  0.126   8.01   4.27   9.27  -1.92   2.13  -2.91  -0.34 -0.56 -0.38  0.72  0.60  1.16  0.84  0.78  1.93 -0.54
19  5.59  0.561  0.011  0.119   7.79   4.25   8.61  -1.87   1.96  -2.52  -0.31 -0.34 -0.27  0.67  0.73  0.91  0.67  0.79  1.28 -0.45
20  6.35  0.572  0.009  0.109   7.43   4.34   8.61  -1.73   1.99  -2.45  -0.45 -0.25 -0.48  0.43  0.47  0.98  0.52  0.69  1.72 -0.33
21  7.11  0.577  0.014  0.107   7.46   4.38   8.18  -1.92   1.99  -2.39  -0.41 -0.35 -0.41  0.61  0.61  0.85  0.78  0.67  1.14 -0.35
22  8.38  0.591  0.016  0.096   6.95   4.34   7.94  -1.85   1.85  -1.94  -0.49 -0.33 -0.13  0.35  0.72  0.50  0.54  0.53  0.65 -0.27
23 10.16  0.610  0.019  0.085   6.83   4.14   7.55  -1.83   1.80  -1.74  -0.39 -0.30 -0.16  0.17  0.48  0.62  0.25  0.58  0.71 -0.25
24 12.70  0.640  0.026  0.074   6.87   4.06   7.14  -1.67   1.68  -1.72  -0.53 -0.22 -0.14  0.17  0.79  0.34  0.34  0.43  0.97 -0.09
25 15.24  0.668  0.030  0.055   6.41   3.62   6.20  -1.79   1.52  -1.69  -0.69 -0.43 -0.34  0.42  0.61  0.52  0.35  0.50  1.05 -0.18
26 17.78  0.693  0.034  0.043   6.01   3.33   5.90  -1.65   1.44  -1.74  -1.20 -0.49 -0.51  0.51  0.66  0.58  0.46  0.51  1.25 -0.26
27 20.32  0.724  0.039  0.028   5.44   2.91   5.01  -1.42   1.22  -1.55  -1.75 -0.59 -0.66  0.69  0.70  0.69  0.57  0.57  1.50 -0.32
28 22.86  0.752  0.042  0.014   4.86   2.53   4.27  -1.28   1.01  -1.57  -2.26 -0.70 -0.94  0.80  0.72  0.70  0.99  0.62  1.77 -0.37
29 25.40  0.777  0.046  0.003   3.95   2.09   3.62  -1.01   0.79  -1.41  -2.41 -0.70 -1.05  0.81  0.73  0.62  1.02  0.55  2.01 -0.35
30 27.94  0.801  0.046 -0.011   2.37   1.54   2.22  -0.65   0.55  -0.83  -1.53 -0.56 -0.79  0.64  0.55  0.51  0.87  0.50  1.27 -0.30
31 30.48  0.814  0.049 -0.021   1.52   1.19   1.47  -0.44   0.38  -0.52  -1.04 -0.41 -0.46  0.47  0.54  0.40  0.60  0.32  0.92 -0.21
