#
#            Case C.S1       Station=  9
#            X=  50.8 mm      Tunnel Run#= 669   Ue/Uref=   0.697      Date= 508.88  Time=17.33
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  0.000   0.00   0.00   0.00  -0.40  -0.24   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.25  0.164 -0.004  0.087   4.34   0.45   3.76  -0.41  -0.36   0.71   1.12  0.06  0.75 -0.05 -0.03 -0.02  0.08  0.03  0.75 -0.05
 2  0.38  0.185 -0.004  0.095   4.41   0.64   3.96  -0.49  -0.35   0.54   0.82  0.06  0.64  0.01 -0.02  0.01  0.03  0.02  0.57 -0.02
 3  0.51  0.203 -0.005  0.102   4.50   0.83   4.30  -0.54  -0.41   0.39   0.89  0.06  0.56  0.00 -0.02  0.04  0.00  0.00  0.37 -0.01
 4  0.63  0.214 -0.005  0.109   4.45   0.99   4.41  -0.53  -0.37   0.35   0.89  0.06  0.52 -0.01  0.02  0.07  0.09 -0.01  0.61  0.01
 5  0.76  0.222 -0.006  0.111   4.37   1.17   4.55  -0.62  -0.35   0.16   0.71  0.06  0.47 -0.03 -0.04  0.09  0.00 -0.02  0.23  0.02
 6  1.02  0.235 -0.005  0.115   4.45   1.39   4.66  -0.66  -0.28   0.05   0.77  0.11  0.50 -0.01  0.06  0.03  0.00 -0.04  0.16  0.04
 7  1.27  0.247 -0.006  0.116   4.57   1.56   4.68  -0.74  -0.17  -0.09   0.87  0.13  0.51 -0.06 -0.08  0.07  0.04 -0.06  0.05  0.02
 8  1.52  0.253 -0.004  0.120   4.63   1.68   4.93  -0.72  -0.22  -0.17   0.83  0.13  0.60 -0.13 -0.01  0.15 -0.06 -0.11 -0.21  0.03
 9  1.78  0.260 -0.004  0.120   4.55   1.79   4.99  -0.75  -0.16  -0.16   0.92  0.12  0.46 -0.08 -0.07  0.04 -0.04 -0.08  0.00  0.08
10  2.03  0.266 -0.004  0.124   4.68   1.93   5.07  -0.76  -0.08  -0.23   0.97  0.12  0.37 -0.08 -0.14  0.13  0.03 -0.09 -0.07  0.03
11  2.29  0.273 -0.003  0.123   4.76   2.05   5.01  -0.84  -0.02  -0.30   0.85  0.15  0.44 -0.07 -0.09  0.05 -0.02 -0.07  0.04  0.05
12  2.54  0.278 -0.003  0.123   5.01   2.15   5.27  -0.91   0.11  -0.18   0.85  0.17  0.53 -0.02 -0.05  0.00  0.00 -0.08  0.11  0.08
13  2.79  0.284 -0.002  0.125   4.96   2.19   5.06  -0.94   0.09  -0.32   0.92  0.14  0.53 -0.09 -0.15  0.05 -0.07 -0.09 -0.08  0.07
14  3.30  0.295 -0.002  0.124   5.20   2.38   5.28  -0.98   0.25  -0.33   0.94  0.16  0.45 -0.08 -0.15  0.05 -0.01 -0.14 -0.03  0.10
15  3.81  0.305 -0.002  0.125   5.17   2.64   5.42  -1.03   0.30  -0.48   1.05  0.19  0.43 -0.18 -0.21  0.03 -0.07 -0.10 -0.12  0.13
16  4.32  0.311 -0.001  0.127   5.42   2.72   5.52  -1.18   0.47  -0.52   0.88  0.13  0.50 -0.06 -0.25  0.03 -0.12 -0.07 -0.01  0.13
17  4.83  0.319 -0.001  0.128   5.38   2.89   5.42  -1.14   0.58  -0.60   0.77  0.28  0.46 -0.06 -0.18  0.02 -0.05 -0.10  0.18  0.10
18  5.59  0.329  0.002  0.131   5.44   3.09   5.67  -1.20   0.76  -0.72   0.89  0.24  0.35 -0.09 -0.24  0.21  0.02 -0.07  0.04  0.09
19  6.35  0.338  0.001  0.130   5.55   3.32   5.80  -1.31   0.81  -0.65   0.92  0.35  0.41 -0.18 -0.31  0.04 -0.01  0.00  0.07  0.15
20  7.11  0.345  0.003  0.130   5.77   3.48   5.88  -1.46   0.92  -0.83   0.75  0.21  0.37 -0.14 -0.10  0.03  0.01  0.03 -0.05  0.07
21  8.38  0.359  0.003  0.133   6.06   3.78   6.16  -1.55   1.26  -1.08   0.90  0.25  0.46 -0.20 -0.29 -0.06 -0.18  0.04 -0.02  0.10
22 10.16  0.379  0.006  0.131   6.30   4.06   6.34  -1.78   1.37  -1.00   0.78  0.12  0.46 -0.23  0.12  0.09 -0.15  0.17  0.19  0.06
23 12.70  0.412  0.008  0.129   6.60   3.99   6.56  -1.87   1.41  -1.16   0.43  0.05  0.18 -0.06  0.19  0.11 -0.02  0.32  0.25 -0.01
24 15.24  0.436  0.008  0.123   6.99   3.99   6.44  -1.95   1.38  -1.14  -0.30 -0.01 -0.12  0.14  0.16  0.27  0.09  0.23  0.36 -0.09
25 17.78  0.470  0.012  0.115   6.81   3.94   6.49  -1.97   1.44  -1.09  -0.34 -0.27 -0.23  0.31  0.45  0.35 -0.08  0.42  0.50 -0.16
26 20.32  0.496  0.015  0.103   6.63   3.76   6.21  -1.87   1.43  -1.21  -0.86 -0.38 -0.42  0.40  0.64  0.46  0.36  0.40  0.87 -0.19
27 22.86  0.523  0.019  0.093   6.17   3.54   5.74  -1.68   1.31  -0.97  -0.92 -0.40 -0.39  0.38  0.61  0.49  0.34  0.42  0.76 -0.24
28 25.40  0.544  0.024  0.081   5.86   3.21   5.43  -1.49   1.22  -0.93  -0.92 -0.32 -0.32  0.29  0.52  0.56  0.24  0.44  1.03 -0.16
29 27.94  0.571  0.026  0.069   5.40   3.03   4.76  -1.43   1.04  -0.87  -1.51 -0.44 -0.43  0.61  0.62  0.44  0.37  0.34  0.76 -0.16
30 30.48  0.593  0.028  0.059   4.76   2.75   4.23  -1.29   0.88  -0.92  -1.24 -0.47 -0.47  0.53  0.76  0.47  0.34  0.42  0.86 -0.19
31 33.02  0.612  0.030  0.048   4.48   2.37   3.72  -1.15   0.76  -0.84  -1.62 -0.47 -0.51  0.60  0.56  0.49  0.41  0.41  1.14 -0.19
32 35.56  0.633  0.031  0.037   3.63   2.07   3.07  -0.91   0.67  -0.75  -1.64 -0.51 -0.46  0.60  0.58  0.43  0.43  0.33  1.07 -0.18
33 38.10  0.651  0.032  0.028   2.89   1.77   2.48  -0.73   0.55  -0.77  -1.42 -0.47 -0.56  0.48  0.57  0.43  0.53  0.36  1.14 -0.22
34 40.64  0.668  0.033  0.017   2.18   1.42   1.87  -0.54   0.39  -0.55  -1.24 -0.41 -0.43  0.42  0.51  0.32  0.46  0.28  0.85 -0.18
35 45.72  0.688  0.034  0.005   0.85   0.75   0.84  -0.20   0.16  -0.17  -0.42 -0.15 -0.11  0.18  0.25  0.15  0.20  0.14  0.42 -0.05
36 50.80  0.697  0.033 -0.003   0.22   0.32   0.30  -0.04   0.04  -0.03  -0.03 -0.03  0.02  0.04  0.09  0.04  0.02  0.03  0.04 -0.01
37 55.88  0.695  0.038 -0.004   0.10   0.42   0.16  -0.01   0.01   0.00   0.00  0.00  0.01  0.01  0.02  0.00  0.01  0.00  0.02  0.00
