#
#            Case B.S1       Station=  7
#            X= 152.4 mm      Tunnel Run#= 607   Ue/Uref=   0.489      Date= 323.88  Time=13.13
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  0.000   0.00   0.00   0.00  -0.51  -0.14   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 2  0.25  0.225  0.010  0.047   6.80   0.62   3.98  -0.33  -0.17   0.51   2.28  0.08  1.90 -0.11 -0.02  0.00 -0.55 -0.01 -0.47 -0.04
 3  0.38  0.260  0.009  0.059   6.74   0.85   4.23  -0.48  -0.19   0.79   1.41  0.11  1.22 -0.02 -0.06  0.03 -0.11  0.02  0.46 -0.01
 4  0.51  0.280  0.002  0.061   6.81   0.76   4.43  -0.59  -0.27   0.66   1.62  0.07  1.09 -0.02 -0.04  0.01  0.04 -0.01  0.33 -0.01
 5  0.63  0.298  0.003  0.065   6.89   0.99   4.74  -0.69  -0.28   0.49   1.29  0.04  1.08  0.01  0.00  0.02 -0.05 -0.01  0.31  0.00
 6  0.76  0.313  0.002  0.066   6.78   1.12   5.14  -0.72  -0.28   0.40   1.10  0.11  1.45  0.01 -0.06 -0.01  0.03  0.05  0.37 -0.03
 7  1.02  0.326  0.002  0.072   6.79   1.32   5.17  -0.72  -0.25   0.24   1.36  0.12  1.39 -0.02 -0.06  0.06  0.10  0.03  0.31 -0.01
 8  1.27  0.339  0.003  0.074   6.79   1.48   5.36  -0.80  -0.23   0.29   1.31  0.08  1.43 -0.03  0.00  0.10 -0.01  0.02 -0.17 -0.03
 9  1.52  0.350  0.003  0.074   7.15   1.70   5.32  -0.85  -0.17   0.23   1.30  0.12  1.24 -0.18 -0.07  0.15  0.24  0.03  0.16 -0.07
10  1.78  0.357  0.001  0.077   6.74   1.72   5.31  -0.85  -0.25   0.09   1.30  0.13  1.42 -0.09 -0.03  0.22  0.09 -0.04  0.20 -0.06
11  2.03  0.363  0.002  0.078   6.79   1.85   5.41  -0.99  -0.22   0.26   1.27  0.08  1.13 -0.07 -0.12  0.13  0.09 -0.03 -0.03  0.03
12  2.29  0.371  0.003  0.077   7.19   2.07   5.49  -1.06  -0.11   0.24   1.31  0.13  1.14  0.00 -0.13  0.18  0.21 -0.01  0.10  0.00
13  2.54  0.376  0.003  0.080   7.21   1.99   5.34  -1.05  -0.14   0.16   1.11  0.14  1.19 -0.11 -0.12  0.08  0.14 -0.01  0.05  0.06
