#
#            Case C.S1       Station=  6
#            X= -12.7 mm      Tunnel Run#= 675   Ue/Uref=   0.723      Date= 509.88  Time=12.24
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  1.000   0.00   0.00   0.00  -0.75   2.15   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
10  0.25  0.260 -0.023  0.335   9.91   2.21  16.15  -0.85   1.41  -3.44   0.21 -0.13 -3.80  0.37  0.06  1.49  0.71  0.35  5.37 -0.48
11  0.38  0.275 -0.022  0.306   9.62   2.69  14.44  -0.90   1.61  -3.05   0.46 -0.32 -2.72  0.48  0.18  1.41  0.98  0.49  4.60 -0.45
12  0.51  0.288 -0.019  0.284   9.70   2.97  13.48  -0.98   1.48  -2.55   0.27 -0.23 -1.98  0.48  0.40  1.45  1.00  0.53  3.65 -0.26
13  0.63  0.296 -0.018  0.270   9.08   2.97  12.59  -0.91   1.56  -2.34   0.70 -0.29 -1.64  0.37  0.47  1.45  1.08  0.67  3.42 -0.33
14  0.76  0.306 -0.019  0.253   8.78   2.97  11.86  -0.95   1.58  -1.91   0.14 -0.20 -1.43  0.51  0.36  1.20  0.81  0.58  3.09 -0.31
15  1.02  0.318 -0.016  0.238   8.92   3.20  11.58  -1.16   1.58  -2.03  -0.18 -0.28 -1.43  0.68  0.52  1.29  0.83  0.55  2.88 -0.25
16  1.27  0.323 -0.015  0.224   8.35   3.20  11.25  -1.09   1.67  -2.01   0.50 -0.27 -1.24  0.39  0.47  1.49  0.54  0.60  2.47 -0.20
17  1.52  0.329 -0.015  0.209   7.99   3.17  10.69  -1.13   1.61  -2.03   0.12 -0.28 -0.92  0.44  0.43  1.17  0.63  0.62  2.22 -0.27
18  1.78  0.336 -0.012  0.200   8.13   3.38  10.32  -1.26   1.61  -2.30   0.57 -0.31 -0.89  0.49  0.45  1.34  0.68  0.62  2.47 -0.31
