#
#            Case B.S1       Station=  3
#            X= -228.6 mm      Tunnel Run#= 622   Ue/Uref=   0.776      Date= 329.88  Time=12.52
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  1.000   0.00   0.00   0.00  -2.01   2.23   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.19  0.515  0.000  0.385  14.73   0.00  23.12   0.00   0.00  -9.75  -0.85  0.00 -3.69  0.00  0.00  0.00  1.79  0.00  8.73  0.00
 2  0.25  0.536  0.002  0.370  14.75   3.31  20.87  -1.24   0.87  -8.53  -1.66 -0.27 -4.53  0.95 -0.03  0.69  3.68  0.21  5.51 -0.53
 3  0.38  0.565  0.004  0.338  13.28   3.96  18.25  -1.35   1.04  -6.29  -0.24 -0.10 -2.58  1.11  0.28  1.10  2.19  0.30  4.60 -0.61
38  0.51  0.591 -0.007  0.312  12.68   3.82  16.22  -1.56   1.43  -5.16  -0.55 -0.49 -2.74  0.83  0.58  1.38  2.12  0.56  2.93 -0.68
 5  0.63  0.601 -0.004  0.294  12.19   3.99  16.33  -1.49   1.06  -4.85  -0.01 -0.36 -2.09  0.82  0.67  0.75  1.10  0.26  3.80 -0.26
 6  0.76  0.617 -0.003  0.281  12.40   4.06  15.88  -1.62   1.21  -4.90  -0.57 -0.37 -1.69  0.99  0.81  0.71  1.17  0.48  2.01 -0.22
 7  1.02  0.639  0.000  0.260  12.08   4.19  14.86  -1.71   1.37  -5.12  -1.01 -0.51 -2.20  1.17  0.79  1.01  1.74  0.48  4.18 -0.28
 8  1.27  0.657 -0.001  0.243  11.17   4.15  13.91  -1.81   1.65  -4.70  -0.57 -0.48 -1.96  0.97  0.76  1.06  1.49  0.45  4.15 -0.30
 9  1.52  0.670  0.000  0.224  10.94   4.20  13.82  -1.87   1.62  -4.68  -0.67 -0.54 -1.36  0.86  0.79  1.26  0.89  0.36  3.51 -0.13
10  1.78  0.683  0.004  0.212  10.99   4.13  12.72  -2.04   1.67  -4.86  -0.67 -0.62 -2.03  0.91  0.58  1.05  1.24  0.51  3.78 -0.45
11  2.03  0.692  0.002  0.201  10.46   4.15  12.18  -1.93   1.81  -4.39  -1.17 -0.62 -1.99  1.15  0.59  0.90  1.36  0.62  3.67 -0.36
12  2.29  0.699  0.005  0.189  10.34   4.33  12.23  -2.11   2.03  -4.47  -1.07 -0.59 -1.41  0.97  0.84  1.02  1.34  0.65  2.81 -0.55
13  2.54  0.706  0.003  0.186   9.91   4.14  11.61  -1.94   1.99  -4.49  -1.62 -0.58 -1.73  0.98  0.54  1.20  1.33  0.59  3.44 -0.61
14  2.79  0.721  0.001  0.177   9.64   4.04  11.11  -2.11   2.05  -4.32  -1.23 -0.64 -1.79  1.20  0.43  1.53  1.31  0.82  3.41 -0.83
15  3.30  0.732  0.002  0.165   9.33   4.42  10.61  -2.12   1.94  -3.89  -1.64 -0.72 -1.64  1.05  0.48  1.33  1.39  0.75  3.39 -0.73
16  3.81  0.739  0.001  0.159   8.85   4.42  10.57  -2.13   2.08  -3.96  -0.89 -0.72 -1.38  0.78  0.66  1.41  0.94  0.79  3.16 -0.63
17  4.32  0.753  0.004  0.151   8.81   4.35   9.65  -2.04   2.06  -3.54  -0.91 -0.53 -1.39  0.61  0.54  1.33  0.95  0.66  2.77 -0.59
18  4.83  0.760  0.005  0.145   8.59   4.50   9.36  -2.20   2.11  -3.56  -1.81 -0.71 -1.20  0.82  0.75  1.19  1.17  0.80  2.52 -0.68
19  5.59  0.767  0.007  0.139   8.19   4.52   9.29  -2.11   2.19  -3.30  -1.66 -0.65 -1.05  0.59  0.84  0.99  0.84  0.69  2.18 -0.55
20  6.35  0.781  0.008  0.132   7.99   4.51   8.91  -2.28   2.26  -3.29  -1.18 -0.63 -0.95  0.71  0.78  1.16  0.82  0.77  2.72 -0.53
21  7.11  0.793  0.009  0.124   8.11   4.38   8.71  -2.18   2.15  -3.15  -1.50 -0.74 -1.01  0.84  0.99  1.08  1.06  0.87  2.09 -0.57
22  8.38  0.814  0.012  0.113   7.45   4.23   8.22  -2.07   2.04  -2.78  -1.43 -0.81 -1.01  0.88  0.86  1.07  0.96  0.79  2.34 -0.56
23 10.16  0.838  0.016  0.097   6.86   3.79   7.30  -1.99   1.86  -2.46  -2.16 -0.82 -0.98  0.80  0.96  1.12  0.81  0.90  2.28 -0.54
24 12.70  0.873  0.026  0.074   5.90   3.37   6.31  -1.76   1.67  -2.27  -2.28 -0.93 -1.34  0.92  1.01  1.09  1.21  0.89  2.75 -0.63
25 15.24  0.915  0.030  0.050   4.64   2.63   4.56  -1.37   1.17  -1.72  -2.59 -0.88 -1.40  0.98  0.93  0.97  1.25  0.75  2.33 -0.55
26 17.78  0.945  0.031  0.028   2.99   1.84   2.87  -0.94   0.77  -1.19  -2.10 -0.76 -1.20  0.85  0.75  0.80  1.13  0.60  1.91 -0.46
27 20.32  0.967  0.032  0.014   1.45   1.19   1.56  -0.54   0.41  -0.56  -1.00 -0.51 -0.69  0.61  0.56  0.50  0.59  0.41  1.10 -0.28
28 22.86  0.983  0.032  0.006   0.42   0.62   0.53  -0.17   0.17  -0.15  -0.11 -0.18 -0.17  0.19  0.29  0.22  0.14  0.19  0.17 -0.08
