#
#            Case C.S1       Station= 11
#            X= 152.4 mm      Tunnel Run#= 665   Ue/Uref=   0.664      Date= 507.88  Time=12.34
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  0.000   0.00   0.00   0.00  -0.28  -0.12   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.25  0.126 -0.001  0.047   3.56   0.29   2.61  -0.25  -0.20   0.40   1.28  0.05  0.70 -0.05  0.04 -0.02 -0.01  0.01  0.57 -0.04
 2  0.38  0.151 -0.001  0.054   3.83   0.44   2.97  -0.32  -0.24   0.36   1.07  0.04  0.59 -0.06 -0.01 -0.01  0.09  0.03  0.69 -0.04
 3  0.51  0.166 -0.002  0.058   3.97   0.57   3.24  -0.40  -0.29   0.30   0.84  0.05  0.54 -0.05 -0.04  0.02  0.08  0.01  0.61 -0.01
 4  0.63  0.178 -0.002  0.062   4.02   0.68   3.21  -0.39  -0.26   0.21   0.87  0.07  0.47 -0.04 -0.06  0.01  0.05  0.01  0.55 -0.03
 5  0.76  0.183 -0.002  0.065   4.02   0.80   3.47  -0.42  -0.26   0.20   0.86  0.03  0.55 -0.01  0.00  0.04  0.02  0.03  0.55 -0.01
 6  1.02  0.193 -0.001  0.069   4.29   0.95   3.54  -0.54  -0.26   0.13   0.74  0.06  0.52  0.01 -0.02  0.02  0.13  0.00  0.54 -0.01
 7  1.27  0.201 -0.002  0.072   4.15   1.08   3.45  -0.50  -0.23   0.10   0.75  0.08  0.60 -0.03 -0.04  0.05  0.00  0.02  0.44 -0.03
 8  1.52  0.208 -0.002  0.073   4.23   1.26   3.50  -0.62  -0.20   0.02   0.70  0.11  0.44 -0.04 -0.09  0.00  0.03  0.00  0.32  0.02
 9  1.78  0.216 -0.002  0.075   4.35   1.33   3.68  -0.66  -0.17   0.04   0.71  0.13  0.56 -0.05 -0.11  0.05  0.04 -0.02  0.54 -0.01
10  2.03  0.219 -0.002  0.077   4.25   1.47   3.70  -0.66  -0.21  -0.03   0.68  0.14  0.49 -0.06 -0.16  0.02 -0.04  0.00  0.43  0.00
11  2.29  0.224 -0.002  0.078   4.28   1.53   3.73  -0.69  -0.21  -0.03   0.67  0.17  0.46 -0.05 -0.17  0.08  0.05 -0.02  0.30 -0.01
12  2.54  0.227 -0.002  0.076   4.32   1.60   3.80  -0.73  -0.11  -0.05   0.73  0.15  0.53 -0.13 -0.15  0.06 -0.04 -0.05  0.26  0.03
13  2.79  0.232 -0.003  0.079   4.61   1.67   3.88  -0.77  -0.12  -0.13   0.65  0.15  0.46 -0.08 -0.16  0.06  0.01 -0.02  0.45  0.00
14  3.30  0.240 -0.003  0.079   4.49   1.85   3.89  -0.81  -0.13  -0.13   0.72  0.18  0.43 -0.11 -0.13  0.03 -0.03  0.01  0.17  0.00
15  3.81  0.247 -0.002  0.080   4.84   2.00   4.00  -0.94  -0.07  -0.19   0.85  0.25  0.56 -0.22 -0.25 -0.02  0.11 -0.05  0.26  0.03
16  4.32  0.253 -0.003  0.082   4.89   2.11   4.03  -1.01  -0.05  -0.13   0.71  0.29  0.54 -0.19 -0.17 -0.01 -0.03 -0.04  0.33  0.06
17  4.83  0.259 -0.003  0.084   4.84   2.30   4.23  -1.01   0.02  -0.30   0.85  0.27  0.45 -0.20 -0.24  0.04 -0.03 -0.01  0.04 -0.01
18  5.59  0.268 -0.002  0.084   5.10   2.44   4.26  -1.12   0.05  -0.24   0.75  0.24  0.52 -0.25 -0.20 -0.03 -0.01 -0.03  0.08  0.04
19  6.35  0.278 -0.003  0.086   5.26   2.52   4.36  -1.18   0.13  -0.33   0.76  0.27  0.55 -0.22 -0.32 -0.08 -0.07 -0.05  0.10  0.08
20  7.11  0.287 -0.002  0.088   5.44   2.60   4.44  -1.29   0.14  -0.26   0.82  0.28  0.52 -0.26 -0.25  0.00 -0.05 -0.07  0.20  0.10
21  8.38  0.299 -0.001  0.091   5.58   2.90   4.74  -1.52   0.22  -0.44   0.79  0.29  0.44 -0.32 -0.35 -0.01  0.01 -0.12 -0.03  0.10
22 10.16  0.318  0.000  0.095   5.66   3.16   4.78  -1.55   0.38  -0.44   0.55  0.16  0.46 -0.20 -0.14 -0.10  0.04 -0.01  0.09  0.01
23 12.70  0.342  0.001  0.099   6.27   3.27   5.04  -1.73   0.50  -0.60   0.58  0.19  0.39 -0.15 -0.15 -0.02  0.00 -0.05 -0.01  0.06
24 15.24  0.370  0.003  0.100   6.33   3.56   5.40  -1.90   0.64  -0.71   0.40  0.20  0.30 -0.13 -0.15 -0.05 -0.03 -0.05 -0.09  0.02
