#
#            Case C.S1       Station= 12
#            X= 228.6 mm      Tunnel Run#= 663   Ue/Uref=   0.645      Date= 507.88  Time=10.37
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  0.000   0.00   0.00   0.00  -0.28  -0.10   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.25  0.129 -0.002  0.037   3.51   0.26   2.51  -0.22  -0.17   0.28   1.28  0.03  0.67 -0.05 -0.01 -0.01  0.07  0.01  0.36 -0.03
 2  0.38  0.151 -0.002  0.044   3.76   0.38   2.88  -0.31  -0.19   0.22   1.07  0.04  0.76 -0.05 -0.01 -0.02  0.01  0.01  0.29 -0.03
 3  0.51  0.163 -0.001  0.047   3.91   0.48   3.05  -0.34  -0.20   0.12   1.07  0.05  0.61 -0.03 -0.01  0.02 -0.08  0.01  0.24 -0.03
 4  0.63  0.170 -0.002  0.049   3.91   0.60   3.27  -0.38  -0.25   0.16   0.88  0.03  0.63 -0.01 -0.04  0.01 -0.02  0.02  0.31 -0.02
 5  0.76  0.177 -0.002  0.053   3.98   0.69   3.30  -0.38  -0.22   0.15   0.97  0.04  0.58 -0.04 -0.04  0.03 -0.04  0.00  0.22 -0.02
 6  1.02  0.189 -0.002  0.055   4.05   0.84   3.58  -0.42  -0.22   0.07   1.04  0.08  0.84 -0.02 -0.05  0.03 -0.03  0.00  0.34 -0.04
 7  1.27  0.198 -0.002  0.059   4.27   1.03   3.50  -0.52  -0.22   0.13   0.93  0.10  0.75 -0.05 -0.02  0.05  0.04  0.01  0.42 -0.01
 8  1.52  0.207 -0.003  0.061   4.15   1.16   3.56  -0.53  -0.20  -0.02   0.92  0.11  0.65 -0.11 -0.10  0.05  0.09  0.00  0.26 -0.01
 9  1.78  0.210 -0.002  0.062   4.22   1.23   3.65  -0.61  -0.18  -0.02   0.89  0.13  0.73 -0.07 -0.07  0.07 -0.08  0.01  0.18 -0.02
10  2.03  0.215 -0.002  0.063   4.32   1.35   3.65  -0.66  -0.18  -0.10   0.78  0.15  0.75 -0.08 -0.07  0.07 -0.06  0.00  0.03 -0.03
11  2.29  0.214  0.000  0.063   4.13   1.45   3.47  -0.64  -0.18  -0.09   0.93  0.14  0.54 -0.10 -0.02  0.05 -0.03 -0.01  0.27  0.00
12  2.54  0.220  0.000  0.061   4.31   1.48   3.58  -0.65  -0.15  -0.13   0.85  0.16  0.60 -0.08 -0.09  0.07 -0.08  0.01  0.18 -0.01
13  2.79  0.224  0.000  0.064   4.34   1.52   3.65  -0.70  -0.11  -0.07   0.81  0.15  0.67 -0.11 -0.14  0.07 -0.12 -0.02  0.08  0.01
14  3.30  0.229  0.001  0.065   4.56   1.67   3.67  -0.75  -0.11  -0.06   0.90  0.20  0.49 -0.13 -0.18  0.03  0.05  0.00  0.25 -0.04
15  3.81  0.235  0.001  0.068   4.63   1.80   3.70  -0.88  -0.10  -0.12   0.79  0.23  0.48 -0.14 -0.21  0.05  0.00 -0.01  0.10  0.04
16  4.32  0.242  0.000  0.068   4.73   1.98   3.65  -0.99  -0.09  -0.20   0.72  0.25  0.44 -0.17 -0.24  0.07 -0.02 -0.02 -0.01  0.01
17  4.83  0.248 -0.001  0.071   4.97   2.04   3.88  -1.05  -0.01  -0.13   0.84  0.29  0.53 -0.20 -0.29 -0.01 -0.09 -0.03  0.24  0.05
18  5.59  0.254 -0.001  0.071   5.11   2.22   3.94  -1.08  -0.01  -0.20   0.94  0.29  0.50 -0.30 -0.16 -0.02 -0.11 -0.05  0.12  0.03
19  6.35  0.262  0.001  0.073   5.37   2.40   4.06  -1.29   0.05  -0.28   0.87  0.33  0.44 -0.28 -0.29  0.01 -0.02 -0.01  0.06  0.04
20  7.11  0.272  0.000  0.073   5.40   2.55   4.08  -1.34   0.07  -0.27   0.84  0.35  0.45 -0.23 -0.31 -0.03 -0.04 -0.02 -0.08 -0.03
21  8.38  0.281 -0.001  0.074   5.66   2.73   4.32  -1.37   0.11  -0.35   0.74  0.33  0.55 -0.26 -0.40 -0.04 -0.07  0.01 -0.04  0.02
22 10.16  0.299  0.000  0.076   6.09   3.07   4.58  -1.73   0.15  -0.38   0.73  0.37  0.45 -0.27 -0.34 -0.02 -0.15 -0.06  0.00  0.05
23 12.70  0.324 -0.001  0.078   6.28   3.35   4.87  -1.89   0.19  -0.43   0.81  0.33  0.50 -0.29 -0.18 -0.09 -0.05 -0.07  0.09  0.06
24 15.24  0.345  0.000  0.083   6.87   3.60   5.01  -2.10   0.41  -0.60   0.26  0.23  0.38 -0.11 -0.21  0.03 -0.04 -0.08 -0.04  0.08
25 17.78  0.370  0.000  0.085   6.85   3.73   5.41  -2.11   0.58  -0.72   0.30  0.11  0.33 -0.11 -0.08  0.06 -0.11 -0.07 -0.19  0.10
26 20.32  0.419 -0.009  0.087   6.53   3.78   5.32  -2.09   0.68  -0.83  -0.65 -0.20 -0.02  0.37  0.16  0.12  0.18  0.06  0.52 -0.01
27 22.86  0.423 -0.002  0.084   7.07   3.55   5.42  -2.19   0.81  -0.83  -0.97 -0.12 -0.07  0.27  0.16  0.13  0.23  0.10  0.30 -0.04
28 25.40  0.447 -0.003  0.081   6.75   3.52   5.27  -2.06   0.90  -0.91  -1.18 -0.35 -0.21  0.45  0.35  0.22  0.39  0.20  0.48 -0.08
29 27.94  0.473 -0.002  0.078   6.14   3.22   5.17  -1.73   0.84  -0.84  -1.06 -0.39 -0.24  0.49  0.42  0.26  0.42  0.25  0.62 -0.17
30 30.48  0.493  0.001  0.075   5.99   3.14   5.00  -1.86   0.93  -1.06  -1.44 -0.48 -0.44  0.64  0.51  0.37  0.55  0.31  0.77 -0.18
31 33.02  0.515  0.001  0.069   5.47   3.05   4.64  -1.62   0.95  -1.02  -1.99 -0.66 -0.54  0.75  0.80  0.39  0.61  0.49  1.11 -0.29
32 35.56  0.535  0.002  0.060   5.04   2.63   4.21  -1.48   0.78  -0.85  -1.91 -0.56 -0.52  0.69  0.59  0.52  0.59  0.36  1.22 -0.22
33 38.10  0.554  0.002  0.052   4.32   2.39   3.63  -1.19   0.73  -0.72  -1.67 -0.57 -0.62  0.65  0.67  0.55  0.53  0.40  1.24 -0.25
34 40.64  0.571  0.003  0.044   3.63   2.09   3.15  -1.00   0.62  -0.68  -1.67 -0.51 -0.42  0.61  0.65  0.41  0.55  0.36  1.08 -0.25
35 45.72  0.601  0.006  0.028   2.56   1.56   2.23  -0.66   0.45  -0.61  -1.33 -0.45 -0.51  0.50  0.51  0.37  0.49  0.34  0.81 -0.22
36 50.80  0.624  0.008  0.014   1.37   1.07   1.25  -0.35   0.22  -0.28  -0.66 -0.30 -0.15  0.28  0.40  0.20  0.22  0.20  0.47 -0.09
37 55.88  0.638  0.013  0.006   0.57   1.01   0.65  -0.12   0.09  -0.05  -0.18 -0.12 -0.01  0.10  0.27  0.10  0.09  0.12  0.23 -0.03
38 60.96  0.643  0.015  0.000   0.25   0.64   0.36  -0.03   0.03  -0.02  -0.01 -0.01  0.06  0.02  0.05  0.02  0.01  0.03  0.04  0.00
39 66.04  0.644  0.000 -0.001   0.15   0.00   0.28   0.00   0.00   0.02   0.03  0.00  0.09  0.00  0.00  0.00  0.02  0.00  0.06  0.00
40 71.12  0.644  0.000 -0.001   0.13   0.00   0.30   0.00   0.00   0.03   0.05  0.00  0.17  0.00  0.00  0.00  0.02  0.00  0.06  0.00
