#
#            Case D.S1       Station=  5
#            X=   0.0 mm      Tunnel Run#= 784   Ue/Uref=   0.922      Date= 621.88  Time= 8.19
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  1.000   0.00   0.00   0.00  -2.18   2.76   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.25  0.483 -0.033  0.338  13.93   3.35  18.55  -2.00   2.22  -6.49   0.85 -0.45 -1.28  0.84  0.48  2.18  1.26  0.59 -0.59 -1.22
 2  0.38  0.509 -0.025  0.315  13.61   3.63  18.20  -1.92   2.20  -5.48   0.72 -0.43 -0.16  0.77  0.62  1.84  0.73  0.72 -1.20 -0.67
 3  0.51  0.523 -0.019  0.301  12.89   4.06  16.00  -2.11   2.51  -4.59   0.71 -0.39 -0.72  0.64  0.64  1.77  0.75  0.69  0.55 -0.44
 4  0.63  0.538 -0.016  0.281  12.77   4.19  15.89  -2.13   2.42  -4.41   0.27 -0.44 -0.13  1.05  1.11  1.78  0.81  0.67  0.51 -0.47
 5  0.76  0.550 -0.014  0.268  12.32   4.05  14.97  -2.11   2.50  -4.31   0.40 -0.49 -0.62  0.81  0.75  1.30  0.99  0.54  0.35 -0.49
 6  1.02  0.575 -0.012  0.249  12.37   4.06  14.68  -2.04   2.30  -4.24  -0.45 -0.41 -0.42  0.99  0.71  1.60  0.83  0.76  0.46 -0.49
 7  1.27  0.589 -0.010  0.230  11.73   4.05  14.20  -2.03   2.28  -4.16  -1.18 -0.69 -0.53  1.30  0.88  1.68  1.20  0.61  0.53 -0.67
 8  1.52  0.602 -0.008  0.218  11.56   4.18  13.55  -2.17   2.45  -4.40  -1.30 -0.58 -1.33  0.93  0.92  1.76  1.59  0.90  1.17 -0.72
 9  1.78  0.616 -0.006  0.209  11.54   4.36  13.35  -2.26   2.35  -4.34  -1.84 -0.68 -1.68  1.28  1.55  1.81  1.64  0.84  2.55 -0.84
10  2.03  0.629 -0.005  0.196  10.93   4.16  12.77  -2.13   2.28  -3.92  -1.02 -0.51 -1.49  0.96  0.91  1.74  1.43  0.93  2.27 -0.67
11  2.29  0.637 -0.005  0.189  10.98   4.44  12.17  -2.41   2.36  -4.14  -1.89 -0.82 -1.48  1.39  1.32  2.08  1.95  1.13  2.38 -0.93
