#
#            Case D.S1       Station=  3
#            X= -76.2 mm      Tunnel Run#= 788   Ue/Uref=   0.995      Date= 621.88  Time=11.22
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  1.000   0.00   0.00   0.00  -2.57   2.80   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.25  0.534  0.002  0.383  16.87   2.85  22.46  -1.99   1.95  -9.20  -2.44 -0.50 -6.04  1.43  0.52  2.38  5.11  0.54  3.05 -1.33
 2  0.38  0.572 -0.001  0.346  15.58   3.49  18.60  -2.18   2.12  -6.19  -1.64 -0.57 -4.09  1.16  0.45  1.98  3.32  0.60  2.41 -1.07
 3  0.51  0.598  0.000  0.320  14.58   3.90  17.03  -2.30   2.28  -5.20  -1.48 -0.55 -2.33  1.16  0.68  1.80  2.27  0.67  0.93 -1.07
 4  0.63  0.622 -0.001  0.300  13.55   4.12  15.56  -2.19   2.22  -4.78  -1.11 -0.67 -1.87  1.38  0.68  1.63  2.03  0.63  0.59 -0.84
 5  0.76  0.636  0.000  0.281  13.17   4.06  15.46  -2.16   2.23  -4.51  -1.19 -0.70 -1.17  1.18  0.74  1.78  1.22  0.58  1.59 -0.61
 6  1.02  0.663  0.000  0.257  12.77   4.25  14.59  -2.19   2.35  -3.99  -2.18 -0.69 -1.59  1.06  0.98  1.74  1.35  0.76  1.14 -0.61
 7  1.27  0.678  0.001  0.238  12.15   4.21  13.70  -2.33   2.28  -4.05  -2.08 -0.77 -1.35  1.36  0.93  1.60  1.36  0.71  1.37 -0.65
 8  1.52  0.697  0.002  0.221  11.64   4.29  12.88  -2.24   2.50  -4.10  -1.72 -0.83 -2.14  1.30  0.89  2.06  2.00  0.97  3.01 -0.86
 9  1.78  0.710 -0.001  0.208  11.32   4.21  12.34  -2.26   2.31  -3.96  -2.43 -0.78 -2.01  1.31  1.02  1.84  1.90  0.91  2.68 -0.67
10  2.03  0.720  0.001  0.198  11.10   4.14  11.79  -2.26   2.28  -4.02  -1.62 -0.68 -1.61  0.93  0.86  1.72  1.55  0.89  2.36 -0.68
11  2.29  0.730  0.001  0.187  10.84   4.05  11.62  -2.29   2.43  -3.89  -2.75 -0.76 -2.15  1.50  0.88  1.75  2.18  1.06  2.84 -0.92
12  2.54  0.737  0.002  0.179  10.73   4.19  11.08  -2.42   2.37  -3.99  -3.04 -0.90 -1.81  1.39  1.04  1.75  2.06  0.93  2.86 -0.83
13  2.79  0.746  0.001  0.174  10.12   4.20  10.70  -2.28   2.32  -3.75  -2.27 -0.96 -1.47  1.23  0.83  1.66  1.61  1.00  2.63 -0.90
14  3.30  0.757  0.003  0.161   9.80   4.40  10.40  -2.45   2.24  -3.63  -2.56 -1.08 -1.77  1.37  1.12  1.88  1.84  1.12  2.55 -1.06
