#
#            Case B.S1       Station=  4
#            X= -152.4 mm      Tunnel Run#= 621   Ue/Uref=   0.674      Date= 329.88  Time=11.35
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  1.000   0.00   0.00   0.00  -1.79   2.18   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.19  0.436  0.000  0.373  14.38   0.00  23.92   0.00   0.00 -11.35  -1.43  0.00  1.63  0.00  0.00  0.00 -0.16  0.00  5.56  0.00
 2  0.25  0.456 -0.004  0.354  13.15   3.09  19.70  -1.04   1.65  -7.82  -0.93 -0.28 -4.56  0.74 -0.18  1.70  3.00  0.26  6.57 -0.75
 3  0.38  0.483 -0.001  0.314  11.77   3.37  16.81  -1.08   1.44  -5.42   0.33 -0.16 -1.92  0.56  0.17  1.43  1.16  0.30  2.75 -0.47
 4  0.51  0.502 -0.009  0.297  11.64   3.65  15.52  -1.46   1.82  -4.60   0.76 -0.46 -1.25  0.97  0.52  1.58  1.33  0.58  1.55 -0.63
 5  0.63  0.520 -0.009  0.279  11.71   3.75  15.11  -1.38   1.82  -4.32  -0.27 -0.33 -1.42  0.91  0.59  1.45  0.91  0.58  2.50 -0.58
 6  0.76  0.531 -0.007  0.265  11.61   3.71  14.00  -1.79   1.96  -4.14   0.31 -0.48 -0.65  0.95  0.31  1.37  0.61  0.55  1.84 -0.29
 7  1.02  0.552 -0.005  0.239  10.65   3.89  13.61  -1.64   1.98  -4.10  -0.77 -0.46 -1.10  0.77  0.78  1.42  1.03  0.60  1.57 -0.51
 8  1.27  0.572 -0.003  0.224  10.57   3.82  12.50  -1.78   2.11  -4.22  -0.76 -0.45 -1.54  0.78  0.67  1.56  1.17  0.66  2.15 -0.41
 9  1.52  0.582 -0.003  0.205  10.55   3.95  12.37  -1.96   2.08  -4.33  -1.29 -0.63 -1.35  1.05  0.71  1.46  1.67  0.74  2.41 -0.72
10  1.78  0.594 -0.001  0.196  10.53   4.00  12.49  -1.93   2.15  -4.20  -1.35 -0.56 -1.38  1.04  0.64  1.37  1.79  0.69  2.50 -0.46
11  2.03  0.602 -0.001  0.182  10.34   4.02  11.66  -1.85   2.04  -3.94  -1.45 -0.57 -1.42  1.18  0.68  1.65  1.46  0.74  2.37 -0.51
12  2.29  0.612 -0.001  0.175  10.03   4.05  11.27  -1.97   2.11  -3.95  -1.25 -0.73 -1.40  1.14  0.58  1.36  1.35  0.83  2.52 -0.70
13  2.54  0.620  0.000  0.166   9.56   4.19  11.08  -1.97   2.12  -3.73  -1.07 -0.63 -1.30  0.99  0.64  1.58  1.40  0.90  3.02 -0.59
14  2.79  0.627  0.002  0.160   9.10   4.09  10.53  -1.83   2.09  -3.70  -1.31 -0.56 -1.42  0.90  0.53  1.43  1.43  0.83  2.35 -0.61
15  3.30  0.634  0.003  0.145   9.06   4.16  10.10  -1.98   2.11  -3.67  -0.80 -0.56 -0.73  0.85  0.70  1.30  0.82  0.87  2.07 -0.59
16  3.81  0.640  0.006  0.138   8.77   4.25   9.55  -2.00   2.07  -3.39  -1.43 -0.55 -0.73  0.83  0.55  1.22  0.97  0.75  1.58 -0.69
17  4.32  0.654  0.005  0.129   8.27   4.15   9.30  -1.90   2.03  -3.31  -0.82 -0.62 -0.65  0.68  0.72  1.17  0.86  0.90  1.69 -0.64
18  4.83  0.660  0.007  0.126   7.99   4.22   9.35  -1.90   1.88  -2.99  -0.45 -0.54 -0.56  0.68  0.61  0.92  0.46  0.66  1.78 -0.38
19  5.59  0.671  0.009  0.119   7.86   4.36   8.81  -1.95   2.12  -2.91  -0.80 -0.57 -0.34  0.62  0.77  1.00  0.56  0.73  1.48 -0.41
20  6.35  0.678  0.011  0.111   7.65   4.33   8.55  -2.00   2.13  -2.70  -0.91 -0.47 -0.35  0.53  0.51  0.92  0.60  0.73  1.44 -0.44
21  7.11  0.691  0.012  0.108   7.61   4.48   8.58  -2.11   2.17  -2.71  -0.45 -0.45 -0.57  0.44  0.77  0.87  0.65  0.77  1.69 -0.37
22  8.38  0.708  0.016  0.101   7.39   4.43   8.07  -2.05   2.12  -2.35  -0.87 -0.39 -0.34  0.49  0.64  0.78  0.41  0.65  1.45 -0.26
23 10.16  0.729  0.018  0.087   7.39   4.10   7.56  -1.97   1.92  -2.47  -1.21 -0.62 -0.49  0.53  0.87  0.73  0.67  0.74  1.39 -0.32
24 12.70  0.763  0.024  0.067   6.55   3.71   6.60  -1.80   1.68  -2.07  -1.45 -0.64 -0.58  0.65  0.85  0.81  0.66  0.75  1.75 -0.38
25 15.24  0.798  0.029  0.050   5.88   3.29   5.79  -1.74   1.54  -1.93  -2.06 -0.68 -0.90  0.93  0.92  0.89  1.03  0.73  1.74 -0.46
26 17.78  0.827  0.031  0.032   4.95   2.58   4.56  -1.38   1.09  -1.68  -2.73 -0.83 -1.20  1.06  0.88  0.84  1.15  0.74  2.15 -0.45
27 20.32  0.857  0.035  0.014   3.55   2.00   3.24  -1.00   0.77  -1.22  -2.34 -0.69 -1.01  0.87  0.71  0.62  1.11  0.55  1.81 -0.42
28 22.86  0.885  0.036  0.001   2.11   1.42   2.01  -0.64   0.50  -0.72  -1.47 -0.57 -0.76  0.63  0.56  0.47  0.71  0.44  1.23 -0.26
29 25.40  0.899  0.037 -0.009   1.07   0.95   1.04  -0.39   0.28  -0.39  -0.77 -0.35 -0.47  0.43  0.40  0.31  0.47  0.26  0.62 -0.19
30 27.94  0.906  0.037 -0.013   0.38   0.52   0.46  -0.15   0.12  -0.12  -0.12 -0.14 -0.10  0.16  0.23  0.15  0.11  0.12  0.15 -0.08
31 30.48  0.909  0.038 -0.013   0.17   0.29   0.26  -0.07   0.06  -0.05   0.00 -0.07 -0.02  0.08  0.10  0.05  0.04  0.05  0.02 -0.02
32 33.02  0.911  0.040 -0.015   0.11   0.17   0.20  -0.01   0.02  -0.01   0.00 -0.02  0.00  0.02  0.02  0.02  0.01  0.01  0.00  0.00
33 35.56  0.913  0.042 -0.016   0.09   0.13   0.20   0.00   0.01  -0.01   0.00  0.00  0.01  0.00  0.01  0.00  0.00  0.00  0.00  0.00
34 40.64  0.914  0.048 -0.013   0.08   0.12   0.19   0.00   0.01   0.01   0.00  0.00  0.02  0.00  0.00  0.00  0.01  0.00  0.00  0.00
35 45.72  0.916  0.054 -0.014   0.08   0.11   0.20   0.00   0.00   0.00   0.00  0.00  0.03  0.00  0.00  0.00  0.01  0.00  0.00  0.00
