#
#            Case D.S1       Station=  8
#            X=  48.3 mm      Tunnel Run#= 778   Ue/Uref=   0.871      Date= 616.88  Time=16.42
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  0.000   0.00   0.00   0.00  -1.04  -0.44   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.25  0.347  0.002  0.119  10.09   0.87   7.30  -1.00  -0.37   1.32   0.97  0.09  2.02  0.08  0.02  0.12 -1.37  0.05 -0.57  0.01
 2  0.38  0.391  0.002  0.132   9.07   1.30   7.09  -1.25  -0.42   0.59  -0.39 -0.01  1.27  0.37  0.02  0.14 -0.95 -0.01 -0.55  0.16
 3  0.51  0.419  0.002  0.140   8.30   1.63   7.67  -1.28  -0.43   0.27   0.39 -0.04  1.11  0.22  0.04  0.36 -0.51 -0.01 -0.75  0.17
 4  0.63  0.441  0.002  0.145   8.11   1.98   7.53  -1.42  -0.29   0.12   0.22 -0.04  0.80  0.29  0.12  0.20 -0.40 -0.11 -0.55  0.19
 5  0.76  0.459  0.002  0.147   7.58   2.20   7.45  -1.33  -0.27  -0.25   0.61 -0.03  0.99  0.26  0.11  0.31 -0.34 -0.13 -0.42  0.19
 6  1.02  0.484  0.003  0.151   7.27   2.52   7.64  -1.52  -0.11  -0.66   0.55 -0.04  0.63  0.11  0.13  0.12 -0.19 -0.18 -0.69  0.25
 7  1.27  0.505  0.003  0.150   7.28   2.65   8.02  -1.65   0.19  -1.07   0.65 -0.15  0.60  0.27  0.15  0.22  0.04 -0.05 -0.33  0.09
 8  1.52  0.524  0.004  0.151   7.20   2.70   7.88  -1.52   0.28  -1.03   0.58 -0.01  0.56  0.19  0.13  0.11 -0.03 -0.16 -0.42  0.20
 9  1.78  0.538  0.005  0.149   7.50   2.86   7.95  -1.61   0.44  -1.16   0.93  0.00  0.41  0.16  0.05  0.14  0.13 -0.10 -0.27  0.21
10  2.03  0.554  0.006  0.146   7.25   3.00   8.15  -1.46   0.51  -1.43   0.30 -0.06  0.14  0.28  0.17  0.23  0.26 -0.05  0.23  0.06
11  2.29  0.564  0.005  0.145   7.20   2.97   8.04  -1.39   0.69  -1.54   0.53 -0.08  0.25  0.29  0.14  0.18  0.29 -0.01  0.02  0.03
12  2.54  0.579  0.005  0.141   7.25   2.97   8.20  -1.42   0.92  -1.59   0.35 -0.08  0.31  0.30  0.02  0.36  0.16  0.15 -0.24  0.05
13  2.79  0.582  0.007  0.141   7.40   3.15   8.23  -1.50   0.89  -1.72   0.42 -0.19 -0.02  0.39  0.15  0.43  0.25  0.09  0.58 -0.05
14  3.30  0.598  0.006  0.137   7.15   3.34   8.18  -1.46   1.14  -1.58   0.34 -0.24  0.01  0.59  0.16  0.46  0.46  0.19  0.39 -0.05
15  3.81  0.611  0.008  0.137   7.23   3.45   8.11  -1.41   1.35  -1.69   0.08 -0.11 -0.28  0.44  0.14  0.51  0.42  0.24  0.99 -0.08
16  4.32  0.614  0.010  0.139   7.29   3.74   8.33  -1.54   1.71  -2.03   0.25 -0.16 -0.18  0.45  0.28  0.35  0.33  0.31  0.83 -0.09
17  4.83  0.622  0.012  0.138   7.03   3.92   8.49  -1.38   1.74  -2.11   0.28 -0.09  0.00  0.43  0.20  0.67  0.25  0.44  0.69 -0.09
18  5.59  0.631  0.013  0.136   6.99   4.15   8.27  -1.49   1.77  -2.02  -0.07 -0.17 -0.05  0.37  0.42  0.55  0.24  0.44  0.78 -0.09
19  6.35  0.644  0.014  0.135   7.22   4.31   8.45  -1.66   1.95  -2.08   0.23 -0.18 -0.06  0.29  0.47  0.74  0.23  0.54  0.89 -0.19
20  7.11  0.649  0.013  0.131   7.21   4.65   8.17  -1.86   1.93  -2.03  -0.38 -0.37 -0.12  0.57  0.70  0.75  0.33  0.60  0.74 -0.29
21  8.38  0.653  0.017  0.127   7.16   4.70   8.19  -2.04   2.19  -1.99  -0.38 -0.29 -0.18  0.34  0.47  0.83  0.46  0.69  1.28 -0.27
22 10.16  0.670  0.021  0.121   7.14   4.69   8.07  -1.99   2.16  -1.83  -0.58 -0.39 -0.18  0.37  0.68  0.54  0.48  0.47  1.03 -0.31
23 12.70  0.697  0.024  0.110   7.31   4.57   7.46  -2.08   2.10  -1.81  -1.22 -0.43 -0.20  0.50  0.92  0.61  0.55  0.61  1.16 -0.27
24 15.24  0.711  0.031  0.101   6.94   4.33   7.07  -1.97   1.98  -1.57  -1.25 -0.56 -0.42  0.52  0.94  0.72  0.55  0.61  0.98 -0.36
25 17.78  0.732  0.036  0.087   6.60   3.84   6.70  -1.83   1.81  -1.56  -1.39 -0.56 -0.48  0.60  0.89  0.67  0.45  0.69  1.17 -0.33
26 20.32  0.750  0.042  0.075   6.24   3.65   6.02  -1.73   1.68  -1.44  -1.70 -0.65 -0.50  0.73  0.98  0.76  0.47  0.62  1.41 -0.30
27 22.86  0.775  0.046  0.062   5.71   3.31   5.48  -1.61   1.45  -1.44  -1.84 -0.76 -0.75  0.78  1.03  0.81  0.70  0.74  1.95 -0.39
28 25.40  0.799  0.049  0.047   5.09   2.76   4.60  -1.27   1.17  -1.10  -2.25 -0.68 -0.76  0.82  0.81  0.76  0.72  0.63  1.75 -0.32
