#
#            Case D.S1       Station= 11
#            X= 228.6 mm      Tunnel Run#= 772   Ue/Uref=   0.705      Date= 616.88  Time= 8.50
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  0.000   0.00   0.00   0.00  -0.39  -0.13   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.25  0.144  0.000  0.039   4.54   0.30   2.70  -0.28  -0.12   0.42   1.77  0.04  1.19 -0.11  0.06 -0.01 -0.17  0.02 -0.30 -0.02
 2  0.38  0.173  0.000  0.047   4.72   0.41   3.17  -0.37  -0.12   0.21   1.47  0.05  1.31 -0.07  0.07  0.04 -0.37  0.02 -0.60 -0.02
 3  0.51  0.191  0.001  0.052   5.03   0.56   3.38  -0.47  -0.18   0.24   1.56  0.05  1.22 -0.05 -0.03  0.02 -0.33  0.02 -0.34 -0.03
 4  0.63  0.207  0.002  0.056   4.68   0.72   3.42  -0.48  -0.20   0.25   1.07  0.08  0.91 -0.04  0.05  0.03 -0.18  0.03 -0.23 -0.01
 5  0.76  0.216  0.002  0.061   4.98   0.86   3.32  -0.55  -0.16   0.23   0.83  0.06  0.79  0.02 -0.01  0.05 -0.18  0.01 -0.04 -0.02
 6  1.02  0.233  0.001  0.065   4.74   1.06   3.40  -0.56  -0.13   0.08   0.94  0.07  0.69 -0.04  0.07  0.08 -0.15  0.03 -0.02  0.00
 7  1.27  0.240  0.002  0.066   4.86   1.19   3.49  -0.60  -0.12   0.07   0.88  0.08  0.78 -0.02  0.01  0.05 -0.17  0.02 -0.08  0.01
 8  1.52  0.251  0.003  0.069   4.86   1.32   3.66  -0.67  -0.15   0.05   0.98  0.05  0.72 -0.03  0.04  0.15 -0.18 -0.01 -0.27  0.04
 9  1.78  0.260  0.002  0.070   4.94   1.47   3.68  -0.78  -0.08  -0.14   1.02  0.08  0.72 -0.04  0.04  0.09 -0.21  0.03 -0.15  0.01
10  2.03  0.267  0.003  0.071   4.93   1.55   3.56  -0.77  -0.08  -0.05   1.10  0.15  0.58 -0.14 -0.03  0.05 -0.05  0.03 -0.11 -0.02
11  2.29  0.272  0.004  0.073   5.29   1.60   3.59  -0.93  -0.11  -0.02   1.08  0.14  0.61 -0.11 -0.08  0.01 -0.14  0.01 -0.17  0.03
12  2.54  0.279  0.005  0.074   5.57   1.77   3.67  -1.01  -0.06  -0.05   1.07  0.12  0.74 -0.13  0.05  0.07 -0.08  0.01 -0.05  0.01
13  2.79  0.285  0.005  0.076   5.39   1.75   3.68  -0.90  -0.03  -0.13   0.87  0.14  0.66 -0.08 -0.05  0.05 -0.19  0.00 -0.25  0.02
14  3.30  0.296  0.005  0.077   5.68   1.94   3.77  -1.00   0.04  -0.08   0.99  0.18  0.67 -0.16 -0.07  0.02 -0.08  0.00 -0.05 -0.01
15  3.81  0.302  0.005  0.078   5.92   2.03   3.77  -1.13  -0.01  -0.09   1.13  0.22  0.70 -0.23  0.04  0.02 -0.22  0.00 -0.17  0.02
16  4.32  0.315  0.006  0.080   5.74   2.12   3.84  -1.18   0.07  -0.21   0.84  0.15  0.52 -0.17  0.06  0.04 -0.16 -0.02  0.04  0.07
17  4.83  0.323  0.006  0.080   5.81   2.15   4.02  -1.23   0.05  -0.13   0.83  0.21  0.50 -0.23  0.01  0.06 -0.13 -0.03  0.02  0.05
18  5.59  0.334  0.007  0.082   6.11   2.31   4.22  -1.39   0.09  -0.30   0.53  0.19  0.59 -0.04 -0.08  0.10 -0.19  0.01 -0.16  0.06
19  6.35  0.345  0.009  0.083   6.09   2.40   4.24  -1.36   0.15  -0.22   0.40  0.14  0.50 -0.09 -0.04  0.06 -0.21 -0.01 -0.22  0.05
20  7.11  0.359  0.008  0.082   6.35   2.50   4.40  -1.41   0.15  -0.26   0.53  0.09  0.60 -0.05  0.02 -0.01 -0.20 -0.06 -0.19  0.09
21  8.38  0.376  0.009  0.084   6.07   2.56   4.41  -1.43   0.31  -0.42   0.31  0.13  0.50 -0.02 -0.03 -0.01 -0.13 -0.04 -0.13  0.08
22 10.16  0.401  0.012  0.086   6.09   2.57   4.34  -1.43   0.29  -0.34  -0.07  0.02  0.29  0.11 -0.03  0.08 -0.18 -0.03 -0.16  0.08
23 12.70  0.433  0.014  0.086   5.67   2.68   4.56  -1.35   0.46  -0.53  -0.38  0.03  0.37  0.19  0.11  0.03  0.01 -0.01 -0.30  0.01
24 15.24  0.460  0.018  0.087   5.65   2.69   4.37  -1.36   0.55  -0.48  -0.17  0.01  0.20  0.09  0.06  0.07 -0.01  0.02 -0.20  0.04
25 17.78  0.488  0.019  0.085   5.19   2.82   4.53  -1.29   0.63  -0.52  -0.30 -0.05  0.19  0.18  0.12  0.08  0.12  0.01 -0.24  0.03
26 20.32  0.509  0.023  0.082   4.97   2.79   4.37  -1.27   0.70  -0.44  -0.52 -0.09  0.11  0.24  0.13  0.08  0.12  0.04 -0.20  0.01
27 22.86  0.530  0.024  0.078   4.79   2.75   4.40  -1.18   0.70  -0.45  -0.18  0.01  0.00  0.10  0.10  0.11  0.05  0.03 -0.29 -0.02
28 25.40  0.547  0.027  0.074   4.60   2.78   4.41  -1.13   0.85  -0.48  -0.18 -0.03  0.10  0.04  0.12  0.10  0.04 -0.01 -0.04  0.01
29 27.94  0.562  0.029  0.069   4.61   2.70   4.29  -1.12   0.85  -0.42  -0.11 -0.06  0.13  0.09  0.26  0.17  0.07  0.08  0.20  0.05
30 30.48  0.579  0.032  0.064   4.48   2.72   4.14  -1.13   0.90  -0.48  -0.27 -0.12 -0.05  0.16  0.31  0.21  0.09  0.12  0.21 -0.02
31 33.02  0.596  0.033  0.057   4.31   2.56   3.85  -1.02   0.85  -0.53  -0.48 -0.19 -0.10  0.24  0.38  0.23  0.11  0.19  0.30 -0.06
32 35.56  0.609  0.038  0.052   4.24   2.55   3.80  -1.04   0.85  -0.62  -0.61 -0.27 -0.13  0.30  0.40  0.26  0.12  0.20  0.41 -0.13
33 38.10  0.622  0.040  0.045   3.99   2.40   3.62  -0.96   0.76  -0.64  -0.76 -0.31 -0.15  0.29  0.50  0.34  0.12  0.22  0.39 -0.10
34 40.64  0.638  0.042  0.039   3.65   2.22   3.35  -0.85   0.71  -0.69  -0.91 -0.37 -0.19  0.37  0.51  0.39  0.17  0.29  0.67 -0.12
35 45.72  0.665  0.045  0.024   3.02   1.83   2.50  -0.66   0.52  -0.54  -1.25 -0.37 -0.25  0.43  0.53  0.34  0.34  0.31  0.82 -0.10
36 50.80  0.688  0.046  0.012   1.91   1.38   1.73  -0.49   0.29  -0.32  -1.05 -0.37 -0.21  0.40  0.48  0.29  0.34  0.22  0.76 -0.11
37 55.88  0.705  0.049  0.000   0.64   0.94   0.77  -0.12   0.07  -0.13  -0.20 -0.11  0.15  0.12  0.45  0.07  0.05  0.08  0.05 -0.03
38 60.96  0.708  0.050 -0.002   0.29   0.63   0.57  -0.02   0.02  -0.05   0.11 -0.02  0.37  0.03  0.57  0.00 -0.07  0.01 -0.19  0.00
