#
#            Case D.S1       Station= 12
#            X= 304.8 mm      Tunnel Run#= 770   Ue/Uref=   0.676      Date= 615.88  Time=13.07
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  0.000   0.00   0.00   0.00  -0.32  -0.13   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.25  0.184 -0.002  0.047   4.06   0.62   2.75  -0.40  -0.30   0.12   0.97  0.05  0.71 -0.03  0.01  0.00 -0.14  0.02 -0.12 -0.03
 2  0.38  0.194 -0.002  0.049   4.16   0.73   2.92  -0.45  -0.28   0.07   0.80  0.03  0.77  0.02  0.05 -0.02 -0.17  0.03 -0.07 -0.01
 3  0.51  0.200 -0.002  0.050   4.31   0.79   3.08  -0.46  -0.26  -0.02   1.04  0.06  0.95 -0.03 -0.03  0.00 -0.27  0.01 -0.54 -0.04
 4  0.63  0.207 -0.002  0.052   4.18   0.93   3.27  -0.47  -0.32  -0.04   1.05  0.08  0.94 -0.07  0.06  0.03 -0.26  0.00 -0.78 -0.01
 5  0.76  0.212 -0.002  0.053   4.13   0.99   3.13  -0.49  -0.27  -0.08   0.94  0.05  0.75 -0.04  0.10  0.08 -0.25 -0.02 -0.47  0.01
 6  1.02  0.221 -0.003  0.055   4.19   1.13   3.24  -0.59  -0.27  -0.04   0.90  0.07  0.84 -0.03  0.09  0.03 -0.32  0.02 -0.42 -0.04
 7  1.27  0.227 -0.002  0.058   4.32   1.22   3.25  -0.59  -0.25  -0.08   1.03  0.11  0.95 -0.05  0.09  0.01 -0.30 -0.01 -0.54 -0.01
 8  1.52  0.233 -0.002  0.060   4.27   1.33   3.30  -0.67  -0.26  -0.14   1.07  0.13  0.88 -0.07  0.03  0.07 -0.27 -0.01 -0.50 -0.03
 9  1.78  0.237 -0.002  0.060   4.36   1.35   3.23  -0.70  -0.16  -0.20   0.92  0.13  0.70 -0.13 -0.07  0.04 -0.18 -0.01 -0.32 -0.02
10  2.03  0.242 -0.002  0.061   4.54   1.48   3.26  -0.75  -0.16  -0.15   1.09  0.08  0.83 -0.11  0.04 -0.02 -0.33  0.00 -0.47  0.03
11  2.29  0.247 -0.002  0.061   4.53   1.47   3.36  -0.73  -0.18  -0.24   1.02  0.12  0.75 -0.09 -0.04  0.06 -0.24  0.01 -0.48 -0.02
12  2.54  0.250 -0.002  0.063   4.75   1.55   3.32  -0.76  -0.21  -0.07   0.94  0.14  0.59 -0.13 -0.07  0.04 -0.16 -0.02 -0.32  0.03
13  2.79  0.256 -0.002  0.063   4.68   1.64   3.35  -0.88  -0.18  -0.14   0.97  0.16  0.62 -0.21  0.02  0.01 -0.15  0.00 -0.45 -0.01
14  3.30  0.263 -0.002  0.066   4.81   1.73   3.46  -0.90  -0.11  -0.25   1.06  0.16  0.77 -0.12 -0.10 -0.01 -0.31 -0.01 -0.52  0.01
15  3.81  0.269 -0.002  0.066   5.15   1.84   3.66  -0.99  -0.13  -0.42   1.12  0.18  0.98 -0.15 -0.11  0.00 -0.45  0.00 -0.82 -0.01
16  4.32  0.277 -0.002  0.067   5.09   1.97   3.68  -1.00  -0.12  -0.28   1.01  0.19  0.88 -0.13  0.04  0.04 -0.31  0.01 -0.64  0.03
17  4.83  0.284 -0.002  0.069   5.32   2.06   3.74  -1.08  -0.08  -0.32   0.87  0.19  0.78 -0.11 -0.16  0.00 -0.32 -0.03 -0.51  0.03
18  5.59  0.294 -0.001  0.069   5.36   2.11   3.82  -1.16  -0.04  -0.34   0.54  0.17  0.66 -0.06 -0.10  0.04 -0.30 -0.03 -0.54 -0.01
19  6.35  0.303 -0.001  0.071   5.66   2.23   3.83  -1.18   0.05  -0.32   0.82  0.20  0.87 -0.20  0.07 -0.05 -0.34 -0.01 -0.65  0.01
20  7.11  0.313 -0.001  0.071   5.63   2.29   4.06  -1.22   0.09  -0.48   0.63  0.14  0.86 -0.13  0.02 -0.01 -0.35  0.02 -0.62  0.02
21  8.38  0.329  0.000  0.073   5.79   2.40   4.11  -1.27   0.03  -0.44   0.52  0.18  0.73 -0.14  0.11 -0.05 -0.19 -0.04 -0.64  0.02
22 10.16  0.345  0.001  0.075   6.03   2.42   4.32  -1.41   0.14  -0.53   0.56  0.07  0.87 -0.09  0.00  0.03 -0.38  0.01 -1.19  0.04
23 12.70  0.375  0.003  0.076   6.01   2.46   4.28  -1.49   0.22  -0.49  -0.06  0.06  0.49  0.01  0.02  0.00 -0.20  0.03 -0.50  0.00
