#
#            Case B.S1       Station=  9
#            X= 304.8 mm      Tunnel Run#= 604   Ue/Uref=   0.443      Date= 322.88  Time=18.07
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  0.000   0.00   0.00   0.00  -0.41  -0.11   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.25  0.201  0.011  0.024   6.89   0.56   4.41  -0.16  -0.12   0.22   3.14  0.08  2.81 -0.11 -0.03 -0.03 -0.54  0.02 -0.61 -0.06
 2  0.38  0.238  0.011  0.030   7.00   0.72   5.03  -0.30  -0.14   0.14   2.65  0.09  2.79 -0.07 -0.03 -0.03 -0.75  0.02 -0.71 -0.02
 3  0.51  0.251  0.004  0.031   7.12   0.59   5.40  -0.46  -0.22   0.16   2.17  0.07  2.63 -0.12 -0.03  0.00 -0.37 -0.01 -0.78 -0.03
 4  0.63  0.265  0.003  0.031   7.00   0.72   5.53  -0.44  -0.20   0.15   2.07  0.07  2.28 -0.05 -0.02  0.06 -0.35  0.00 -0.35 -0.07
 5  0.76  0.279  0.004  0.036   7.05   0.83   5.74  -0.55  -0.20   0.20   2.15  0.11  2.38 -0.03 -0.05 -0.02 -0.22 -0.01 -0.18 -0.07
 6  1.02  0.295  0.003  0.039   7.18   1.04   5.95  -0.58  -0.21   0.13   1.69  0.06  2.29 -0.09 -0.05 -0.06 -0.21 -0.01  0.54  0.00
 7  1.27  0.305  0.003  0.036   7.31   1.26   6.18  -0.62  -0.22   0.21   1.40  0.08  2.49 -0.02  0.00  0.07 -0.16 -0.01  0.08 -0.04
 8  1.52  0.318  0.003  0.037   7.42   1.39   6.24  -0.65  -0.23   0.03   2.01  0.10  2.26 -0.09 -0.05  0.09 -0.05 -0.04 -0.57 -0.05
 9  1.78  0.323  0.004  0.039   7.60   1.50   6.10  -0.73  -0.22   0.30   1.57  0.10  2.05 -0.08 -0.04  0.10 -0.02 -0.03  0.07 -0.04
10  2.03  0.328  0.003  0.042   7.54   1.63   6.30  -0.82  -0.22   0.07   1.85  0.11  2.39 -0.06 -0.09  0.09  0.08 -0.03 -0.60 -0.02
11  2.29  0.333  0.003  0.042   7.60   1.75   6.03  -0.83  -0.16   0.20   1.72  0.10  2.08  0.00 -0.13  0.13 -0.06  0.00  0.19 -0.05
12  2.54  0.341  0.002  0.042   7.91   1.85   6.29  -0.91  -0.16  -0.06   1.73  0.10  2.31  0.00 -0.09  0.09  0.07 -0.01 -0.25 -0.09
13  2.79  0.342  0.002  0.041   7.98   1.90   6.05  -0.93  -0.25  -0.11   1.27  0.14  2.13 -0.13 -0.11  0.10 -0.06 -0.09 -0.16  0.02
14  3.30  0.353  0.002  0.042   7.92   2.11   6.37  -0.91  -0.16  -0.04   1.53  0.11  2.29 -0.11 -0.13  0.21 -0.13 -0.02 -0.33 -0.01
15  3.81  0.362  0.002  0.045   7.95   2.21   6.56  -1.03  -0.22   0.14   1.81  0.21  2.43  0.01 -0.24  0.28  0.33 -0.05 -0.30 -0.03
16  4.32  0.369  0.002  0.045   8.67   2.36   6.55  -1.10  -0.20  -0.11   1.98  0.07  2.63 -0.06 -0.15  0.26  0.02  0.00 -1.10 -0.04
17  4.83  0.379  0.002  0.045   8.73   2.47   6.94  -1.16  -0.18  -0.06   1.93  0.12  2.43 -0.05 -0.15  0.19  0.13 -0.06 -1.33 -0.01
18  5.59  0.386  0.000  0.047   9.00   2.60   6.56  -1.22  -0.15  -0.06   1.20  0.06  2.62  0.21 -0.13  0.20 -0.26  0.01 -1.01  0.07
19  6.35  0.398 -0.002  0.049   9.08   2.69   6.45  -1.26  -0.13  -0.09   1.04  0.04  2.69  0.08 -0.09  0.06 -0.04 -0.03 -0.51  0.14
20  7.11  0.412  0.000  0.051   9.13   2.87   6.73  -1.41  -0.20  -0.13   1.19  0.08  2.42  0.12 -0.08  0.24  0.09 -0.09 -0.85  0.00
21  8.38  0.416  0.000  0.052   9.58   2.90   6.41  -1.50  -0.07   0.12   0.66 -0.03  2.02  0.25 -0.03  0.13  0.01 -0.02 -0.92  0.08
22 10.16  0.446 -0.002  0.060   9.30   3.16   6.27  -1.79  -0.11   0.12   0.56 -0.06  2.04  0.31 -0.04  0.16  0.21 -0.03 -0.18  0.10
23 12.70  0.467 -0.004  0.057   9.51   3.19   5.89  -1.60  -0.01   0.00  -0.67 -0.24  1.04  0.60  0.10  0.25  0.03 -0.01 -0.84  0.14
24 15.24  0.490 -0.004  0.058   8.78   3.33   5.57  -1.60   0.23  -0.37  -1.72 -0.41  0.71  0.65  0.32  0.38 -0.11  0.04 -0.36  0.00
25 17.78  0.518 -0.004  0.057   8.52   3.22   5.11  -1.71   0.28  -0.60  -2.68 -0.67  0.69  1.11  0.50  0.42 -0.27  0.11 -0.85  0.12
26 20.32  0.540 -0.005  0.059   7.47   2.93   4.68  -1.41   0.44  -0.69  -2.83 -0.67  0.04  1.16  0.56  0.47  0.26  0.10 -0.04  0.06
