#
#            Case C.S1       Station=  4
#            X= -152.4 mm      Tunnel Run#= 679   Ue/Uref=   0.904      Date= 509.88  Time=15.51
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 1  0.00  0.000  0.000  1.000   0.00   0.00   0.00  -1.66   2.45   0.00   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
 1  0.25  0.479 -0.025  0.326  12.37   2.93  15.70  -1.26   1.25  -4.41   0.79 -0.37 -3.20  0.76  0.24  1.20  1.64  0.50  3.91 -0.51
 2  0.38  0.494 -0.024  0.302  11.70   3.36  14.56  -1.49   1.29  -4.02   0.59 -0.39 -2.29  0.70  0.53  1.07  1.34  0.50  3.27 -0.23
 3  0.51  0.504 -0.020  0.283  11.76   3.46  14.07  -1.61   1.39  -3.60   0.45 -0.43 -1.72  0.37  0.51  1.21  1.08  0.65  2.41 -0.33
 4  0.63  0.514 -0.020  0.272  11.43   3.63  13.39  -1.65   1.49  -3.73  -0.17 -0.47 -1.65  0.84  0.59  1.00  0.89  0.46  2.56 -0.33
 5  0.76  0.525 -0.018  0.259  11.51   3.67  12.91  -1.75   1.59  -3.50  -0.31 -0.45 -1.34  0.64  0.69  1.05  0.55  0.50  2.47 -0.28
 6  1.02  0.545 -0.017  0.240  11.02   3.80  12.76  -1.79   1.84  -3.97   0.23 -0.47 -1.59  0.61  0.64  1.37  0.96  0.77  3.51 -0.36
 7  1.27  0.558 -0.015  0.224  11.18   3.86  12.48  -1.81   1.75  -3.91  -0.16 -0.41 -1.38  0.57  0.59  1.18  1.02  0.50  2.85 -0.26
 8  1.52  0.570 -0.012  0.214  10.98   3.95  12.45  -1.96   1.93  -4.02  -0.54 -0.55 -1.49  0.89  0.72  1.43  1.40  0.63  3.15 -0.49
 9  1.78  0.579 -0.012  0.202  10.71   3.85  11.64  -1.93   1.83  -4.07  -0.55 -0.42 -1.21  0.79  0.66  1.19  1.18  0.56  2.90 -0.37
