# DNS of separated flow in a three-dimensional diffuser
# Reference:   Ohlsson et al., J. Fluid Mech. 650, 307-318 (2010)
# e-mail:      johan@mech.kth.se, pschlatt@mech.kth.se, henning@mech.kth.se
# Code:        nek5000, spectral-element, 11th order space, 3rd order time
# Domain size: Lx = [0 105.4], Ly = [0 1.0;4.0], Lz = [0 3.33;4.0]
# Elements:    Kx = 365, Ky = 10, Kz = 35 --> K_tot = 127 750
# Grid points: Nx = 4380, Ny = 120, Nz = 420 --> N_tot = 220 752 000
# 
# 
# x/H y/H z/B U/Ubulk V/Ubulk W/Ubulk k/Ubulk^2 uu/Ubulk^2 vv/Ubulk^2 ww/Ubulk^2 uv/Ubulk^2 uw/Ubulk^2 vw/Ubulk^2
2.0249419 0.0000000 1.6795802 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 
2.0249419 0.0009473 1.6795802 0.0195182 0.0000104 -0.0003336 0.0002917 0.0001729 0.0000001 0.0001187 -0.0000008 0.0000020 -0.0000000 
2.0249419 0.0031070 1.6795802 0.0656452 0.0001056 -0.0011805 0.0026669 0.0017300 0.0000071 0.0009298 -0.0000312 0.0000084 0.0000004 
2.0249419 0.0063118 1.6795802 0.1356069 0.0003839 -0.0025523 0.0087723 0.0062372 0.0000723 0.0024628 -0.0002319 -0.0000364 0.0000123 
2.0249419 0.0103236 1.6795802 0.2170982 0.0008478 -0.0040871 0.0169582 0.0126274 0.0002834 0.0040474 -0.0007293 -0.0001573 0.0000422 
2.0249419 0.0148448 1.6795802 0.2926753 0.0013857 -0.0053441 0.0237186 0.0176988 0.0006595 0.0053603 -0.0013713 -0.0002323 0.0000598 
2.0249419 0.0195402 1.6795802 0.3529093 0.0018726 -0.0062501 0.0280562 0.0205168 0.0011405 0.0063990 -0.0019423 -0.0002472 0.0000585 
2.0249419 0.0240615 1.6795802 0.3973981 0.0022799 -0.0068278 0.0305621 0.0217653 0.0016475 0.0071493 -0.0023643 -0.0002887 0.0000603 
2.0249419 0.0280733 1.6795802 0.4287389 0.0026285 -0.0071096 0.0319431 0.0221790 0.0021060 0.0076581 -0.0026519 -0.0003838 0.0000672 
2.0249419 0.0312780 1.6795802 0.4496252 0.0029186 -0.0071681 0.0326818 0.0222282 0.0024609 0.0079927 -0.0028344 -0.0004632 0.0000709 
2.0249419 0.0334377 1.6795802 0.4620363 0.0031200 -0.0071145 0.0330300 0.0221573 0.0026888 0.0081840 -0.0029368 -0.0005017 0.0000707 
2.0249419 0.0343850 1.6795802 0.4671208 0.0032096 -0.0070709 0.0331518 0.0221068 0.0027851 0.0082599 -0.0029775 -0.0005128 0.0000705 
2.0249419 0.0343850 1.6795802 0.4671208 0.0032096 -0.0070709 0.0331518 0.0221068 0.0027851 0.0082599 -0.0029775 -0.0005128 0.0000705 
2.0249419 0.0371341 1.6795802 0.4808757 0.0034762 -0.0068904 0.0333748 0.0218921 0.0030517 0.0084310 -0.0030828 -0.0005306 0.0000689 
2.0249419 0.0434015 1.6795802 0.5075125 0.0040967 -0.0062662 0.0336039 0.0212991 0.0035789 0.0087259 -0.0032840 -0.0004286 0.0000549 
2.0249419 0.0527015 1.6795802 0.5394372 0.0048997 -0.0052191 0.0336051 0.0205185 0.0041691 0.0089174 -0.0034971 -0.0001530 -0.0000081 
2.0249419 0.0643435 1.6795802 0.5713832 0.0054637 -0.0041812 0.0336955 0.0198741 0.0046768 0.0091446 -0.0038091 -0.0000394 -0.0001271 
2.0249419 0.0774639 1.6795802 0.6012681 0.0064141 -0.0048906 0.0333370 0.0189121 0.0050544 0.0093705 -0.0040274 -0.0000525 -0.0001671 
2.0249419 0.0910896 1.6795802 0.6290128 0.0080722 -0.0056878 0.0330082 0.0182986 0.0052739 0.0094357 -0.0040268 -0.0000908 -0.0000224 
2.0249419 0.1042100 1.6795802 0.6538722 0.0095452 -0.0047128 0.0326365 0.0178438 0.0053615 0.0094312 -0.0039822 -0.0002058 0.0000722 
2.0249419 0.1158520 1.6795802 0.6752483 0.0109093 -0.0033864 0.0322850 0.0175250 0.0053618 0.0093983 -0.0039887 -0.0001989 0.0001304 
2.0249419 0.1251520 1.6795802 0.6919643 0.0123080 -0.0027619 0.0316770 0.0172503 0.0052809 0.0091458 -0.0039354 -0.0001666 0.0001444 
2.0249419 0.1314193 1.6795802 0.7026651 0.0133229 -0.0028666 0.0314110 0.0172280 0.0051895 0.0089935 -0.0038728 -0.0001177 0.0001597 
2.0249419 0.1341684 1.6795802 0.7071734 0.0137901 -0.0028732 0.0313019 0.0172256 0.0051435 0.0089328 -0.0038319 -0.0000958 0.0001652 
2.0249419 0.1341684 1.6795802 0.7071734 0.0137901 -0.0028732 0.0313019 0.0172256 0.0051435 0.0089328 -0.0038319 -0.0000958 0.0001652 
2.0249419 0.1384493 1.6795802 0.7139267 0.0144920 -0.0031750 0.0311267 0.0172277 0.0050667 0.0088323 -0.0037897 -0.0000260 0.0001608 
2.0249419 0.1482088 1.6795802 0.7290398 0.0161911 -0.0033332 0.0304600 0.0170227 0.0048953 0.0085419 -0.0036773 0.0000024 0.0001635 
2.0249419 0.1626907 1.6795802 0.7505658 0.0186440 -0.0027197 0.0294546 0.0165642 0.0046788 0.0082116 -0.0035472 -0.0000189 0.0001250 
2.0249419 0.1808196 1.6795802 0.7754161 0.0214955 -0.0010997 0.0282020 0.0157782 0.0044978 0.0079260 -0.0033816 -0.0000930 0.0000553 
2.0249419 0.2012507 1.6795802 0.8023790 0.0244960 -0.0005356 0.0267021 0.0148917 0.0043084 0.0075020 -0.0031490 -0.0000204 -0.0000184 
2.0249419 0.2224687 1.6795802 0.8292814 0.0271045 -0.0012068 0.0250741 0.0140363 0.0040246 0.0070132 -0.0029827 -0.0000756 -0.0000288 
2.0249419 0.2428997 1.6795802 0.8521776 0.0294952 -0.0017659 0.0238814 0.0134207 0.0037882 0.0066725 -0.0028249 -0.0000918 -0.0001077 
2.0249419 0.2610286 1.6795802 0.8697988 0.0317280 -0.0023459 0.0225327 0.0126341 0.0036416 0.0062571 -0.0026458 0.0000030 -0.0001929 
2.0249419 0.2755105 1.6795802 0.8829129 0.0333393 -0.0027590 0.0215071 0.0120908 0.0035041 0.0059122 -0.0025136 0.0000157 -0.0002116 
2.0249419 0.2852701 1.6795802 0.8916725 0.0344247 -0.0029808 0.0208659 0.0117841 0.0033872 0.0056946 -0.0024399 -0.0000003 -0.0001899 
2.0249419 0.2895509 1.6795802 0.8954618 0.0349068 -0.0029728 0.0206311 0.0116660 0.0033379 0.0056272 -0.0024112 0.0000040 -0.0001877 
2.0249419 0.2895509 1.6795802 0.8954618 0.0349068 -0.0029728 0.0206311 0.0116660 0.0033379 0.0056272 -0.0024112 0.0000040 -0.0001877 
2.0249419 0.2949465 1.6795802 0.9001311 0.0355529 -0.0029010 0.0203214 0.0115194 0.0032798 0.0055222 -0.0023844 -0.0000116 -0.0001719 
2.0249419 0.3072474 1.6795802 0.9106342 0.0370579 -0.0028341 0.0196555 0.0111437 0.0031637 0.0053481 -0.0023067 -0.0000268 -0.0001602 
2.0249419 0.3255004 1.6795802 0.9256555 0.0390456 -0.0029366 0.0185401 0.0104812 0.0030041 0.0050548 -0.0021760 -0.0000519 -0.0001180 
2.0249419 0.3483500 1.6795802 0.9428201 0.0411171 -0.0031231 0.0170942 0.0096399 0.0028123 0.0046420 -0.0019332 -0.0000815 -0.0000494 
2.0249419 0.3741013 1.6795802 0.9607173 0.0437494 -0.0036549 0.0156980 0.0087918 0.0026182 0.0042880 -0.0016663 -0.0001120 -0.0000339 
2.0249419 0.4008443 1.6795802 0.9774638 0.0466751 -0.0041489 0.0145682 0.0080954 0.0023992 0.0040736 -0.0014093 -0.0001443 -0.0000100 
2.0249419 0.4265956 1.6795802 0.9913951 0.0492918 -0.0042613 0.0134633 0.0074297 0.0022367 0.0037969 -0.0012273 -0.0001447 -0.0000134 
2.0249419 0.4494452 1.6795802 1.0025892 0.0517455 -0.0043811 0.0124754 0.0068258 0.0021354 0.0035143 -0.0011062 -0.0001394 0.0000059 
2.0249419 0.4676982 1.6795802 1.0107012 0.0537225 -0.0046018 0.0117287 0.0063631 0.0020759 0.0032897 -0.0010279 -0.0001223 0.0000333 
2.0249419 0.4799991 1.6795802 1.0156713 0.0549310 -0.0048567 0.0112637 0.0060768 0.0020250 0.0031619 -0.0009682 -0.0000813 0.0000376 
2.0249419 0.4853947 1.6795802 1.0177633 0.0554426 -0.0049647 0.0110521 0.0059390 0.0020028 0.0031102 -0.0009400 -0.0000616 0.0000348 
2.0249419 0.4853947 1.6795802 1.0177633 0.0554426 -0.0049647 0.0110521 0.0059390 0.0020028 0.0031102 -0.0009400 -0.0000616 0.0000348 
2.0249419 0.4913747 1.6795802 1.0199742 0.0559764 -0.0051075 0.0107906 0.0057663 0.0019777 0.0030466 -0.0009114 -0.0000386 0.0000280 
2.0249419 0.5050080 1.6795802 1.0248393 0.0571223 -0.0052839 0.0102048 0.0053676 0.0019272 0.0029101 -0.0008468 0.0000063 0.0000087 
2.0249419 0.5252382 1.6795802 1.0316811 0.0588320 -0.0053592 0.0095310 0.0049168 0.0018776 0.0027366 -0.0007605 0.0000426 -0.0000216 
2.0249419 0.5505629 1.6795802 1.0392052 0.0611256 -0.0056271 0.0089402 0.0045569 0.0018207 0.0025626 -0.0006551 0.0000806 -0.0000544 
2.0249419 0.5791036 1.6795802 1.0458254 0.0637054 -0.0058040 0.0083642 0.0042647 0.0017527 0.0023468 -0.0004987 0.0000834 -0.0000456 
2.0249419 0.6087435 1.6795802 1.0499959 0.0658592 -0.0057459 0.0077917 0.0038873 0.0017165 0.0021879 -0.0003271 0.0000156 -0.0000135 
2.0249419 0.6372842 1.6795802 1.0514657 0.0676506 -0.0058190 0.0074653 0.0036219 0.0017185 0.0021248 -0.0001827 0.0000071 0.0000258 
2.0249419 0.6626089 1.6795802 1.0511978 0.0693149 -0.0057914 0.0074279 0.0035268 0.0017361 0.0021651 -0.0000496 0.0000417 0.0000636 
2.0249419 0.6828390 1.6795802 1.0496202 0.0705243 -0.0056296 0.0074900 0.0035071 0.0017557 0.0022272 0.0000738 0.0000507 0.0000979 
2.0249419 0.6964725 1.6795802 1.0476193 0.0712907 -0.0055753 0.0076017 0.0035647 0.0017689 0.0022681 0.0001774 0.0000539 0.0001132 
2.0249419 0.7024525 1.6795802 1.0465548 0.0716323 -0.0055753 0.0076575 0.0036018 0.0017740 0.0022818 0.0002229 0.0000525 0.0001193 
2.0249419 0.7024525 1.6795802 1.0465548 0.0716323 -0.0055753 0.0076575 0.0036018 0.0017740 0.0022818 0.0002229 0.0000525 0.0001193 
2.0249419 0.7084325 1.6795802 1.0453703 0.0719795 -0.0055637 0.0077231 0.0036477 0.0017797 0.0022957 0.0002742 0.0000547 0.0001235 
2.0249419 0.7220659 1.6795802 1.0423044 0.0727800 -0.0055721 0.0078745 0.0037660 0.0017904 0.0023182 0.0003835 0.0000589 0.0001308 
2.0249419 0.7422960 1.6795802 1.0370630 0.0740828 -0.0058088 0.0081360 0.0039941 0.0018057 0.0023362 0.0005296 0.0000534 0.0001339 
2.0249419 0.7676207 1.6795802 1.0294702 0.0755098 -0.0063777 0.0085650 0.0042641 0.0018682 0.0024328 0.0006892 0.0000243 0.0001154 
2.0249419 0.7961615 1.6795802 1.0197554 0.0768858 -0.0073338 0.0092582 0.0046365 0.0020025 0.0026192 0.0008738 -0.0000210 0.0000871 
