# DNS of separated flow in a three-dimensional diffuser
# Reference:   Ohlsson et al., J. Fluid Mech. 650, 307-318 (2010)
# e-mail:      johan@mech.kth.se, pschlatt@mech.kth.se, henning@mech.kth.se
# Code:        nek5000, spectral-element, 11th order space, 3rd order time
# Domain size: Lx = [0 105.4], Ly = [0 1.0;4.0], Lz = [0 3.33;4.0]
# Elements:    Kx = 365, Ky = 10, Kz = 35 --> K_tot = 127 750
# Grid points: Nx = 4380, Ny = 120, Nz = 420 --> N_tot = 220 752 000
# 
# 
# x/H y/H z/B U/Ubulk V/Ubulk W/Ubulk k/Ubulk^2 uu/Ubulk^2 vv/Ubulk^2 ww/Ubulk^2 uv/Ubulk^2 uw/Ubulk^2 vw/Ubulk^2
4.0249419 0.0000000 1.6718624 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 
4.0249419 0.0012171 1.6718624 0.0199748 0.0000037 -0.0004783 0.0002557 0.0001473 0.0000001 0.0001083 -0.0000009 -0.0000100 0.0000001 
4.0249419 0.0039917 1.6718624 0.0666532 0.0000344 -0.0013571 0.0022764 0.0014348 0.0000080 0.0008335 -0.0000336 -0.0000832 0.0000008 
4.0249419 0.0081090 1.6718624 0.1356376 0.0002023 -0.0022335 0.0072851 0.0050156 0.0000739 0.0021955 -0.0002320 -0.0002131 -0.0000089 
4.0249419 0.0132631 1.6718624 0.2124564 0.0006494 -0.0027923 0.0137083 0.0097698 0.0002725 0.0036660 -0.0006742 -0.0003104 -0.0000259 
4.0249419 0.0190717 1.6718624 0.2797794 0.0012862 -0.0028671 0.0187083 0.0131584 0.0006155 0.0049344 -0.0011900 -0.0003215 -0.0000252 
4.0249419 0.0251041 1.6718624 0.3304709 0.0017662 -0.0026857 0.0215790 0.0146767 0.0010392 0.0058630 -0.0016182 -0.0002827 -0.0000294 
4.0249419 0.0309127 1.6718624 0.3662422 0.0019400 -0.0023639 0.0229819 0.0150936 0.0014624 0.0064259 -0.0019133 -0.0002391 -0.0000215 
4.0249419 0.0360668 1.6718624 0.3908116 0.0019924 -0.0019167 0.0236519 0.0150660 0.0018278 0.0067581 -0.0020905 -0.0002314 0.0000047 
4.0249419 0.0401841 1.6718624 0.4070539 0.0020777 -0.0015639 0.0240138 0.0149289 0.0021039 0.0069810 -0.0021850 -0.0002592 0.0000238 
4.0249419 0.0429587 1.6718624 0.4166638 0.0021723 -0.0013791 0.0241959 0.0148023 0.0022800 0.0071135 -0.0022307 -0.0002951 0.0000302 
4.0249419 0.0441758 1.6718624 0.4205692 0.0022211 -0.0013323 0.0242666 0.0147465 0.0023544 0.0071657 -0.0022492 -0.0003148 0.0000305 
4.0249419 0.0441758 1.6718624 0.4205692 0.0022211 -0.0013323 0.0242666 0.0147465 0.0023544 0.0071657 -0.0022492 -0.0003148 0.0000305 
4.0249419 0.0477076 1.6718624 0.4312031 0.0023988 -0.0012167 0.0244356 0.0145703 0.0025591 0.0073062 -0.0022796 -0.0003837 0.0000326 
4.0249419 0.0557596 1.6718624 0.4515432 0.0027967 -0.0016415 0.0247175 0.0142393 0.0029587 0.0075195 -0.0023546 -0.0005470 0.0000097 
4.0249419 0.0677076 1.6718624 0.4754847 0.0036188 -0.0026408 0.0249973 0.0138669 0.0034046 0.0077257 -0.0024138 -0.0006908 -0.0000395 
4.0249419 0.0826645 1.6718624 0.4972604 0.0052523 -0.0035369 0.0254002 0.0136763 0.0038083 0.0079156 -0.0025447 -0.0005849 -0.0001478 
4.0249419 0.0995208 1.6718624 0.5171122 0.0072039 -0.0037499 0.0259698 0.0136601 0.0041940 0.0081156 -0.0027537 -0.0003490 -0.0002769 
4.0249419 0.1170263 1.6718624 0.5361605 0.0088538 -0.0027983 0.0261662 0.0136484 0.0044559 0.0080620 -0.0029709 -0.0001591 -0.0002592 
4.0249419 0.1338826 1.6718624 0.5547087 0.0102674 -0.0015315 0.0264345 0.0137078 0.0046421 0.0080845 -0.0031197 -0.0001623 -0.0002238 
4.0249419 0.1488395 1.6718624 0.5726217 0.0116308 -0.0009152 0.0266653 0.0136656 0.0048210 0.0081788 -0.0032298 -0.0004352 -0.0002323 
4.0249419 0.1607875 1.6718624 0.5865316 0.0128259 -0.0008476 0.0266152 0.0135088 0.0049458 0.0081606 -0.0032375 -0.0005603 -0.0002370 
4.0249419 0.1688395 1.6718624 0.5954612 0.0135099 -0.0008082 0.0267164 0.0135424 0.0049897 0.0081843 -0.0032809 -0.0005552 -0.0002539 
4.0249419 0.1723713 1.6718624 0.5991815 0.0137914 -0.0007340 0.0267926 0.0135763 0.0049941 0.0082221 -0.0032932 -0.0005382 -0.0002631 
4.0249419 0.1723713 1.6718624 0.5991815 0.0137914 -0.0007340 0.0267926 0.0135763 0.0049941 0.0082221 -0.0032932 -0.0005382 -0.0002631 
4.0249419 0.1778711 1.6718624 0.6049843 0.0142497 -0.0004670 0.0269266 0.0137058 0.0049902 0.0082306 -0.0033334 -0.0005393 -0.0002825 
4.0249419 0.1904096 1.6718624 0.6183020 0.0154169 0.0000771 0.0270844 0.0138428 0.0049572 0.0082845 -0.0033174 -0.0004345 -0.0003416 
4.0249419 0.2090150 1.6718624 0.6384766 0.0169930 0.0002897 0.0268403 0.0138626 0.0049057 0.0080720 -0.0032239 -0.0004346 -0.0003818 
4.0249419 0.2323059 1.6718624 0.6624978 0.0187420 -0.0007889 0.0266866 0.0139212 0.0048141 0.0079513 -0.0032771 -0.0004059 -0.0003244 
4.0249419 0.2585545 1.6718624 0.6884719 0.0205159 -0.0014466 0.0264566 0.0141267 0.0046132 0.0077167 -0.0032185 -0.0003911 -0.0001877 
4.0249419 0.2858140 1.6718624 0.7157555 0.0221028 -0.0019355 0.0263054 0.0143445 0.0044597 0.0075012 -0.0031102 -0.0002080 -0.0002805 
4.0249419 0.3120626 1.6718624 0.7422668 0.0234661 -0.0012982 0.0250046 0.0136440 0.0042530 0.0071075 -0.0029562 -0.0001006 -0.0003202 
4.0249419 0.3353535 1.6718624 0.7651945 0.0248085 0.0003327 0.0238168 0.0131017 0.0040730 0.0066421 -0.0026844 -0.0000852 -0.0001513 
4.0249419 0.3539589 1.6718624 0.7821291 0.0261860 0.0004503 0.0230669 0.0127135 0.0039031 0.0064503 -0.0025581 -0.0001409 -0.0000641 
4.0249419 0.3664974 1.6718624 0.7928917 0.0272494 0.0003088 0.0223970 0.0123372 0.0037721 0.0062877 -0.0024382 -0.0001548 -0.0000126 
4.0249419 0.3719972 1.6718624 0.7976264 0.0277316 0.0001769 0.0221283 0.0121651 0.0037207 0.0062426 -0.0023769 -0.0001687 0.0000049 
4.0249419 0.3719972 1.6718624 0.7976264 0.0277316 0.0001769 0.0221283 0.0121651 0.0037207 0.0062426 -0.0023769 -0.0001687 0.0000049 
4.0249419 0.3789290 1.6718624 0.8030852 0.0283094 0.0001386 0.0217658 0.0120053 0.0036489 0.0061115 -0.0023264 -0.0001743 0.0000167 
4.0249419 0.3947325 1.6718624 0.8162147 0.0295871 -0.0002617 0.0207432 0.0114807 0.0035002 0.0057622 -0.0021716 -0.0001946 0.0000176 
4.0249419 0.4181828 1.6718624 0.8344833 0.0309045 -0.0007620 0.0193397 0.0107815 0.0032672 0.0052910 -0.0019841 -0.0001334 -0.0000049 
4.0249419 0.4475386 1.6718624 0.8552026 0.0326151 -0.0010106 0.0179406 0.0100008 0.0029979 0.0049419 -0.0018037 -0.0000465 -0.0000463 
4.0249419 0.4806223 1.6718624 0.8758643 0.0348419 -0.0006955 0.0164265 0.0090563 0.0027736 0.0045966 -0.0015688 -0.0001149 -0.0000426 
4.0249419 0.5149800 1.6718624 0.8954300 0.0371599 -0.0011891 0.0146361 0.0079357 0.0025784 0.0041220 -0.0012686 -0.0001463 -0.0000047 
4.0249419 0.5480637 1.6718624 0.9132429 0.0393439 -0.0025593 0.0130704 0.0070473 0.0023826 0.0036406 -0.0010282 -0.0001240 -0.0000043 
4.0249419 0.5774195 1.6718624 0.9274234 0.0408642 -0.0030625 0.0120245 0.0065312 0.0022098 0.0032835 -0.0008967 -0.0000606 -0.0000153 
4.0249419 0.6008697 1.6718624 0.9375626 0.0419427 -0.0031903 0.0112536 0.0061528 0.0021017 0.0029991 -0.0007926 -0.0000266 -0.0000117 
4.0249419 0.6166732 1.6718624 0.9436512 0.0427724 -0.0033746 0.0106845 0.0058450 0.0020444 0.0027951 -0.0007205 0.0000167 -0.0000317 
4.0249419 0.6236051 1.6718624 0.9461422 0.0431256 -0.0033785 0.0104820 0.0057273 0.0020259 0.0027288 -0.0006934 0.0000247 -0.0000342 
4.0249419 0.6236051 1.6718624 0.9461422 0.0431256 -0.0033785 0.0104820 0.0057273 0.0020259 0.0027288 -0.0006934 0.0000247 -0.0000342 
4.0249419 0.6312879 1.6718624 0.9487393 0.0435629 -0.0033001 0.0102162 0.0055725 0.0020061 0.0026375 -0.0006606 0.0000474 -0.0000456 
4.0249419 0.6488032 1.6718624 0.9539879 0.0445882 -0.0030007 0.0097271 0.0052702 0.0019574 0.0024995 -0.0006007 0.0000433 -0.0000315 
4.0249419 0.6747937 1.6718624 0.9602985 0.0460022 -0.0029555 0.0090474 0.0048429 0.0018910 0.0023135 -0.0004803 -0.0000129 0.0000088 
4.0249419 0.7073293 1.6718624 0.9663510 0.0475428 -0.0031385 0.0082861 0.0043040 0.0018249 0.0021572 -0.0003214 -0.0000410 0.0000462 
4.0249419 0.7439966 1.6718624 0.9707036 0.0488942 -0.0038712 0.0076940 0.0037684 0.0018299 0.0020957 -0.0001001 -0.0000007 0.0000636 
4.0249419 0.7820761 1.6718624 0.9704674 0.0499083 -0.0035680 0.0074831 0.0034802 0.0018735 0.0021294 0.0001192 0.0000191 0.0000781 
4.0249419 0.8187435 1.6718624 0.9664131 0.0507201 -0.0026116 0.0077080 0.0035779 0.0018969 0.0022331 0.0003374 0.0000288 0.0000941 
4.0249419 0.8512791 1.6718624 0.9598702 0.0510581 -0.0025108 0.0081370 0.0038360 0.0019579 0.0023431 0.0005555 0.0000303 0.0001099 
4.0249419 0.8772696 1.6718624 0.9526438 0.0512267 -0.0027325 0.0086218 0.0041073 0.0020306 0.0024839 0.0007565 -0.0000196 0.0001148 
4.0249419 0.8947849 1.6718624 0.9477505 0.0516255 -0.0031739 0.0090014 0.0042378 0.0020977 0.0026659 0.0008848 -0.0000057 0.0001203 
4.0249419 0.9024677 1.6718624 0.9452463 0.0518105 -0.0031719 0.0091879 0.0042919 0.0021341 0.0027619 0.0009463 -0.0000158 0.0001002 
4.0249419 0.9024677 1.6718624 0.9452463 0.0518105 -0.0031719 0.0091879 0.0042919 0.0021341 0.0027619 0.0009463 -0.0000158 0.0001002 
4.0249419 0.9101505 1.6718624 0.9426949 0.0520042 -0.0033663 0.0094029 0.0043664 0.0021723 0.0028641 0.0010041 -0.0000078 0.0001006 
4.0249419 0.9276658 1.6718624 0.9362094 0.0522732 -0.0035635 0.0099590 0.0045931 0.0022744 0.0030915 0.0011622 -0.0000170 0.0000974 
4.0249419 0.9536562 1.6718624 0.9255675 0.0526538 -0.0040170 0.0108721 0.0049781 0.0024760 0.0034180 0.0013621 0.0000341 0.0001651 
4.0249419 0.9861918 1.6718624 0.9105450 0.0535723 -0.0053556 0.0121697 0.0056086 0.0027253 0.0038358 0.0016013 0.0001742 0.0002370 
4.0249419 1.0228590 1.6718624 0.8913680 0.0542759 -0.0063326 0.0141245 0.0065217 0.0031096 0.0044932 0.0019895 0.0002401 0.0002804 
4.0249419 1.0609385 1.6718624 0.8673210 0.0547769 -0.0065805 0.0170442 0.0080768 0.0036939 0.0052734 0.0026021 0.0001440 0.0001661 
4.0249419 1.0976059 1.6718624 0.8391369 0.0558404 -0.0047559 0.0202887 0.0098343 0.0044004 0.0060541 0.0031555 0.0000588 0.0001987 
4.0249419 1.1301416 1.6718624 0.8116614 0.0567004 -0.0030058 0.0231712 0.0112342 0.0050671 0.0068699 0.0035756 0.0002151 0.0001459 
4.0249419 1.1561320 1.6718624 0.7889006 0.0572205 -0.0034534 0.0255284 0.0121440 0.0056006 0.0077839 0.0039980 0.0002670 0.0000484 
4.0249419 1.1736473 1.6718624 0.7731070 0.0576904 -0.0036649 0.0271825 0.0128742 0.0059061 0.0084021 0.0043416 0.0003345 -0.0000748 
4.0249419 1.1813301 1.6718624 0.7662100 0.0578756 -0.0039405 0.0277727 0.0130499 0.0060409 0.0086819 0.0044585 0.0003920 -0.0000885 
4.0249419 1.1813301 1.6718624 0.7662100 0.0578756 -0.0039405 0.0277727 0.0130499 0.0060409 0.0086819 0.0044585 0.0003920 -0.0000885 
4.0249419 1.1882620 1.6718624 0.7599277 0.0579752 -0.0043659 0.0284200 0.0133479 0.0061767 0.0088954 0.0045676 0.0003794 -0.0001286 
4.0249419 1.2040656 1.6718624 0.7438009 0.0581799 -0.0054213 0.0296677 0.0138446 0.0064880 0.0093350 0.0047488 0.0005148 -0.0000582 
4.0249419 1.2275157 1.6718624 0.7183353 0.0584446 -0.0053191 0.0315736 0.0147552 0.0070000 0.0098184 0.0051190 0.0005534 0.0000039 
4.0249419 1.2568715 1.6718624 0.6870125 0.0588959 -0.0056170 0.0339994 0.0155163 0.0075931 0.0108899 0.0054189 0.0004300 -0.0000062 
4.0249419 1.2899553 1.6718624 0.6505697 0.0592685 -0.0073282 0.0362428 0.0167112 0.0081529 0.0113787 0.0059265 0.0005234 0.0001820 
4.0249419 1.3243129 1.6718624 0.6134217 0.0585685 -0.0081992 0.0381512 0.0174781 0.0086610 0.0120121 0.0063535 0.0004202 0.0000196 
4.0249419 1.3573966 1.6718624 0.5778934 0.0569544 -0.0062990 0.0390089 0.0175992 0.0090803 0.0123295 0.0065645 0.0001991 -0.0001458 
4.0249419 1.3867524 1.6718624 0.5461650 0.0562486 -0.0047861 0.0400272 0.0180501 0.0094368 0.0125404 0.0067841 0.0001445 -0.0001525 
4.0249419 1.4102027 1.6718624 0.5215139 0.0562536 -0.0063642 0.0414835 0.0188671 0.0095839 0.0130326 0.0069336 0.0005418 0.0000126 
4.0249419 1.4260063 1.6718624 0.5041196 0.0558925 -0.0081715 0.0420883 0.0191064 0.0096014 0.0133805 0.0070196 0.0006326 0.0000057 
4.0249419 1.4329382 1.6718624 0.4967837 0.0555482 -0.0091521 0.0417848 0.0189045 0.0095631 0.0133173 0.0069200 0.0007005 0.0000610 
4.0249419 1.4329382 1.6718624 0.4967837 0.0555482 -0.0091521 0.0417848 0.0189045 0.0095631 0.0133173 0.0069200 0.0007005 0.0000610 
4.0249419 1.4384379 1.6718624 0.4906135 0.0551685 -0.0094905 0.0416240 0.0187981 0.0095753 0.0132506 0.0069424 0.0007287 0.0001210 
4.0249419 1.4509764 1.6718624 0.4764709 0.0542233 -0.0106852 0.0415281 0.0186802 0.0096300 0.0132179 0.0069043 0.0008091 0.0002805 
4.0249419 1.4695818 1.6718624 0.4560213 0.0532001 -0.0128425 0.0420752 0.0191282 0.0096251 0.0133220 0.0070071 0.0009416 0.0002751 
4.0249419 1.4928727 1.6718624 0.4326626 0.0519771 -0.0140036 0.0418767 0.0189122 0.0096353 0.0133292 0.0069740 0.0008522 0.0001840 
4.0249419 1.5191213 1.6718624 0.4057715 0.0509306 -0.0125300 0.0407587 0.0182921 0.0096610 0.0128056 0.0069010 0.0008969 0.0003427 
4.0249419 1.5463806 1.6718624 0.3781007 0.0509446 -0.0108614 0.0405081 0.0180318 0.0095603 0.0129159 0.0065996 0.0009332 0.0002089 
4.0249419 1.5726293 1.6718624 0.3550662 0.0505423 -0.0099549 0.0395769 0.0172709 0.0094291 0.0128768 0.0062102 0.0010760 0.0000090 
4.0249419 1.5959203 1.6718624 0.3367959 0.0495158 -0.0092296 0.0376493 0.0159646 0.0091485 0.0125362 0.0057986 0.0013103 -0.0000072 
4.0249419 1.6145258 1.6718624 0.3220952 0.0483347 -0.0088822 0.0364458 0.0155439 0.0087471 0.0121547 0.0052881 0.0014188 -0.0000465 
4.0249419 1.6270642 1.6718624 0.3114302 0.0469814 -0.0087563 0.0355996 0.0154243 0.0083655 0.0118098 0.0049878 0.0012992 -0.0001210 
4.0249419 1.6325641 1.6718624 0.3066906 0.0464687 -0.0088284 0.0351203 0.0153440 0.0081686 0.0116076 0.0048827 0.0012235 -0.0001597 
4.0249419 1.6325641 1.6718624 0.3066906 0.0464687 -0.0088284 0.0351203 0.0153440 0.0081686 0.0116076 0.0048827 0.0012235 -0.0001597 
