# DNS of separated flow in a three-dimensional diffuser
# Reference:   Ohlsson et al., J. Fluid Mech. 650, 307-318 (2010)
# e-mail:      johan@mech.kth.se, pschlatt@mech.kth.se, henning@mech.kth.se
# Code:        nek5000, spectral-element, 11th order space, 3rd order time
# Domain size: Lx = [0 105.4], Ly = [0 1.0;4.0], Lz = [0 3.33;4.0]
# Elements:    Kx = 365, Ky = 10, Kz = 35 --> K_tot = 127 750
# Grid points: Nx = 4380, Ny = 120, Nz = 420 --> N_tot = 220 752 000
# 
# 
# x/H y/H z/B U/Ubulk V/Ubulk W/Ubulk k/Ubulk^2 uu/Ubulk^2 vv/Ubulk^2 ww/Ubulk^2 uv/Ubulk^2 uw/Ubulk^2 vw/Ubulk^2
6.0249419 0.0000000 1.6705453 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 
6.0249419 0.0014868 1.6705453 0.0206846 0.0000053 0.0003648 0.0002331 0.0001338 0.0000001 0.0000992 -0.0000005 -0.0000042 0.0000001 
6.0249419 0.0048764 1.6705453 0.0685848 0.0000497 0.0010473 0.0020827 0.0013309 0.0000068 0.0007449 -0.0000208 -0.0000224 0.0000015 
6.0249419 0.0099062 1.6705453 0.1379371 0.0001740 0.0017616 0.0065579 0.0046223 0.0000631 0.0018725 -0.0001572 -0.0000097 0.0000000 
6.0249419 0.0162026 1.6705453 0.2121034 0.0004079 0.0021592 0.0117997 0.0086641 0.0002274 0.0029082 -0.0004630 0.0000327 -0.0000208 
6.0249419 0.0232986 1.6705453 0.2737280 0.0007453 0.0019331 0.0153912 0.0112017 0.0005109 0.0036786 -0.0008180 -0.0000127 -0.0000454 
6.0249419 0.0306679 1.6705453 0.3181812 0.0011254 0.0013276 0.0173000 0.0120814 0.0008861 0.0043325 -0.0011202 -0.0001484 -0.0000487 
6.0249419 0.0377639 1.6705453 0.3489719 0.0014948 0.0009453 0.0183711 0.0121782 0.0012818 0.0049111 -0.0013370 -0.0002569 -0.0000472 
6.0249419 0.0440603 1.6705453 0.3700042 0.0017998 0.0010464 0.0190865 0.0120921 0.0016196 0.0053748 -0.0014724 -0.0003426 -0.0000591 
6.0249419 0.0490901 1.6705453 0.3838475 0.0020069 0.0014493 0.0196169 0.0120330 0.0018664 0.0057175 -0.0015571 -0.0004366 -0.0000763 
