# DNS of separated flow in a three-dimensional diffuser
# Reference:   Ohlsson et al., J. Fluid Mech. 650, 307-318 (2010)
# e-mail:      johan@mech.kth.se, pschlatt@mech.kth.se, henning@mech.kth.se
# Code:        nek5000, spectral-element, 11th order space, 3rd order time
# Domain size: Lx = [0 105.4], Ly = [0 1.0;4.0], Lz = [0 3.33;4.0]
# Elements:    Kx = 365, Ky = 10, Kz = 35 --> K_tot = 127 750
# Grid points: Nx = 4380, Ny = 120, Nz = 420 --> N_tot = 220 752 000
# 
# 
# x/H y/H z/B U/Ubulk V/Ubulk W/Ubulk k/Ubulk^2 uu/Ubulk^2 vv/Ubulk^2 ww/Ubulk^2 uv/Ubulk^2 uw/Ubulk^2 vw/Ubulk^2
14.0249424 0.0000000 1.6805989 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 
14.0249424 0.0025658 1.6805989 0.0246812 0.0000051 0.0011522 0.0003665 0.0002169 0.0000002 0.0001493 -0.0000016 0.0000202 0.0000002 
14.0249424 0.0084152 1.6805989 0.0808327 0.0000276 0.0031197 0.0030963 0.0020341 0.0000156 0.0010466 -0.0000504 0.0001611 0.0000064 
14.0249424 0.0170950 1.6805989 0.1550887 0.0000166 0.0047530 0.0086044 0.0059801 0.0001192 0.0025051 -0.0002669 0.0004238 0.0000307 
14.0249424 0.0279607 1.6805989 0.2213780 -0.0000574 0.0055881 0.0134378 0.0092675 0.0003662 0.0038041 -0.0005787 0.0006133 0.0000647 
14.0249424 0.0402062 1.6805989 0.2675133 -0.0000347 0.0060842 0.0159090 0.0106185 0.0007121 0.0045784 -0.0008253 0.0007537 0.0000922 
14.0249424 0.0529233 1.6805989 0.2984387 0.0001209 0.0065713 0.0171036 0.0110152 0.0010892 0.0049991 -0.0009762 0.0010093 0.0001252 
14.0249424 0.0651688 1.6805989 0.3195756 0.0002455 0.0066906 0.0179830 0.0112106 0.0014232 0.0053492 -0.0010633 0.0012240 0.0001441 
14.0249424 0.0760345 1.6805989 0.3336569 0.0002639 0.0063004 0.0186712 0.0114011 0.0016773 0.0055928 -0.0011331 0.0013158 0.0001456 
14.0249424 0.0847143 1.6805989 0.3424180 0.0002337 0.0056749 0.0190806 0.0114810 0.0018659 0.0057336 -0.0011838 0.0013524 0.0001415 
14.0249424 0.0905637 1.6805989 0.3476940 0.0002277 0.0050722 0.0193191 0.0115074 0.0019867 0.0058251 -0.0012238 0.0013778 0.0001420 
14.0249424 0.0931295 1.6805989 0.3497416 0.0002306 0.0047507 0.0194155 0.0115131 0.0020381 0.0058643 -0.0012441 0.0013938 0.0001403 
14.0249424 0.0931295 1.6805989 0.3497416 0.0002306 0.0047507 0.0194155 0.0115131 0.0020381 0.0058643 -0.0012441 0.0013938 0.0001403 
14.0249424 0.1005752 1.6805989 0.3555547 0.0002640 0.0036131 0.0197047 0.0115038 0.0021901 0.0060109 -0.0012830 0.0014341 0.0001408 
14.0249424 0.1175499 1.6805989 0.3663352 0.0003211 0.0019020 0.0202477 0.0114599 0.0025096 0.0062783 -0.0014151 0.0015134 0.0001043 
14.0249424 0.1427383 1.6805989 0.3795484 0.0005656 0.0001973 0.0207790 0.0116255 0.0028871 0.0062663 -0.0015713 0.0015280 0.0000110 
14.0249424 0.1742698 1.6805989 0.3926656 0.0013948 -0.0014738 0.0212728 0.0118263 0.0031848 0.0062616 -0.0016842 0.0015498 -0.0000158 
14.0249424 0.2098055 1.6805989 0.4063613 0.0032758 -0.0028481 0.0220283 0.0121560 0.0034540 0.0064184 -0.0017751 0.0014589 -0.0000128 
14.0249424 0.2467098 1.6805989 0.4184135 0.0057651 -0.0017141 0.0226156 0.0125819 0.0036815 0.0063522 -0.0018764 0.0014523 0.0000668 
14.0249424 0.2822455 1.6805989 0.4279592 0.0080497 0.0010474 0.0231741 0.0130798 0.0037581 0.0063362 -0.0019229 0.0016018 0.0000887 
14.0249424 0.3137770 1.6805989 0.4390010 0.0100159 0.0029977 0.0240550 0.0135935 0.0039319 0.0065296 -0.0020144 0.0015457 0.0001930 
14.0249424 0.3389653 1.6805989 0.4500543 0.0114779 0.0045076 0.0245338 0.0137079 0.0041452 0.0066807 -0.0021921 0.0014280 0.0002359 
