# DNS of separated flow in a three-dimensional diffuser
# Reference:   Ohlsson et al., J. Fluid Mech. 650, 307-318 (2010)
# e-mail:      johan@mech.kth.se, pschlatt@mech.kth.se, henning@mech.kth.se
# Code:        nek5000, spectral-element, 11th order space, 3rd order time
# Domain size: Lx = [0 105.4], Ly = [0 1.0;4.0], Lz = [0 3.33;4.0]
# Elements:    Kx = 365, Ky = 10, Kz = 35 --> K_tot = 127 750
# Grid points: Nx = 4380, Ny = 120, Nz = 420 --> N_tot = 220 752 000
# 
# 
# x/H y/H z/B U/Ubulk V/Ubulk W/Ubulk k/Ubulk^2 uu/Ubulk^2 vv/Ubulk^2 ww/Ubulk^2 uv/Ubulk^2 uw/Ubulk^2 vw/Ubulk^2
10.0249424 0.0000000 1.6663033 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 
10.0249424 0.0020263 1.6663033 0.0230105 0.0000038 0.0004572 0.0002964 0.0001704 0.0000002 0.0001258 -0.0000011 -0.0000038 -0.0000001 
10.0249424 0.0066458 1.6663033 0.0755772 0.0000535 0.0012883 0.0025376 0.0016345 0.0000108 0.0008924 -0.0000400 -0.0000310 -0.0000038 
10.0249424 0.0135006 1.6663033 0.1480425 0.0002189 0.0019831 0.0073952 0.0050916 0.0000903 0.0022133 -0.0002420 -0.0000955 -0.0000245 
10.0249424 0.0220817 1.6663033 0.2189561 0.0004798 0.0022767 0.0121101 0.0082704 0.0002980 0.0035417 -0.0005652 -0.0001759 -0.0000332 
10.0249424 0.0317524 1.6663033 0.2729860 0.0006530 0.0025594 0.0146094 0.0095202 0.0006072 0.0044819 -0.0008411 -0.0002213 0.0000126 
10.0249424 0.0417956 1.6663033 0.3099673 0.0007064 0.0030223 0.0156666 0.0096118 0.0009481 0.0051068 -0.0010511 -0.0002325 0.0000641 
10.0249424 0.0514664 1.6663033 0.3346743 0.0008172 0.0036228 0.0163270 0.0094153 0.0012777 0.0056340 -0.0011990 -0.0001989 0.0000924 
10.0249424 0.0600474 1.6663033 0.3514678 0.0009867 0.0044548 0.0168072 0.0092366 0.0015607 0.0060100 -0.0012794 -0.0001461 0.0000998 
10.0249424 0.0669022 1.6663033 0.3627858 0.0011053 0.0053032 0.0170976 0.0090877 0.0017768 0.0062331 -0.0013222 -0.0001262 0.0000967 
10.0249424 0.0715217 1.6663033 0.3696671 0.0011739 0.0058736 0.0172586 0.0089925 0.0019173 0.0063488 -0.0013515 -0.0001257 0.0000906 
