# DNS of separated flow in a three-dimensional diffuser
# Reference:   Ohlsson et al., J. Fluid Mech. 650, 307-318 (2010)
# e-mail:      johan@mech.kth.se, pschlatt@mech.kth.se, henning@mech.kth.se
# Code:        nek5000, spectral-element, 11th order space, 3rd order time
# Domain size: Lx = [0 105.4], Ly = [0 1.0;4.0], Lz = [0 3.33;4.0]
# Elements:    Kx = 365, Ky = 10, Kz = 35 --> K_tot = 127 750
# Grid points: Nx = 4380, Ny = 120, Nz = 420 --> N_tot = 220 752 000
# 
# 
# x/H y/H z/B U/Ubulk V/Ubulk W/Ubulk k/Ubulk^2 uu/Ubulk^2 vv/Ubulk^2 ww/Ubulk^2 uv/Ubulk^2 uw/Ubulk^2 vw/Ubulk^2
8.0249424 0.0000000 1.6678160 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 
8.0249424 0.0017565 1.6678160 0.0218379 0.0000075 0.0008446 0.0002659 0.0001502 0.0000001 0.0001155 -0.0000009 0.0000089 0.0000004 
8.0249424 0.0057611 1.6678160 0.0719545 0.0000697 0.0025527 0.0023274 0.0014726 0.0000089 0.0008459 -0.0000342 0.0000970 0.0000047 
8.0249424 0.0117034 1.6678160 0.1423744 0.0002300 0.0044049 0.0069468 0.0048045 0.0000755 0.0020667 -0.0002304 0.0003143 -0.0000103 
8.0249424 0.0191421 1.6678160 0.2140734 0.0004544 0.0056292 0.0116739 0.0082387 0.0002542 0.0031811 -0.0005993 0.0004660 -0.0000763 
8.0249424 0.0275255 1.6678160 0.2716798 0.0007160 0.0064096 0.0145866 0.0099973 0.0005346 0.0040548 -0.0009279 0.0004269 -0.0001592 
8.0249424 0.0362318 1.6678160 0.3130731 0.0010118 0.0069491 0.0160040 0.0104535 0.0008642 0.0046864 -0.0011297 0.0002671 -0.0001868 
8.0249424 0.0446151 1.6678160 0.3416601 0.0013369 0.0073224 0.0166282 0.0103358 0.0011853 0.0051072 -0.0012463 0.0001516 -0.0001519 
8.0249424 0.0520539 1.6678160 0.3610005 0.0016958 0.0076729 0.0168632 0.0100519 0.0014569 0.0053544 -0.0013222 0.0000815 -0.0001147 
8.0249424 0.0579962 1.6678160 0.3734764 0.0020394 0.0078895 0.0169903 0.0098122 0.0016641 0.0055140 -0.0013762 0.0000169 -0.0000872 
8.0249424 0.0620007 1.6678160 0.3807332 0.0022944 0.0080224 0.0170854 0.0096584 0.0018008 0.0056261 -0.0014143 -0.0000261 -0.0000734 
8.0249424 0.0637573 1.6678160 0.3836577 0.0024124 0.0080556 0.0171334 0.0095937 0.0018601 0.0056797 -0.0014301 -0.0000439 -0.0000704 
8.0249424 0.0637573 1.6678160 0.3836577 0.0024124 0.0080556 0.0171334 0.0095937 0.0018601 0.0056797 -0.0014301 -0.0000439 -0.0000704 
8.0249424 0.0688546 1.6678160 0.3914555 0.0027389 0.0083887 0.0173093 0.0094448 0.0020309 0.0058335 -0.0014770 -0.0001047 -0.0000533 
8.0249424 0.0804757 1.6678160 0.4068394 0.0035106 0.0089887 0.0177604 0.0091518 0.0023964 0.0062122 -0.0015727 -0.0002305 -0.0000711 
8.0249424 0.0977199 1.6678160 0.4259476 0.0044283 0.0103669 0.0185976 0.0091842 0.0028380 0.0065754 -0.0017557 -0.0003501 -0.0000784 
8.0249424 0.1193066 1.6678160 0.4434668 0.0058106 0.0104898 0.0194821 0.0093871 0.0032685 0.0068265 -0.0019740 -0.0002905 -0.0000890 
8.0249424 0.1436347 1.6678160 0.4601318 0.0076676 0.0088116 0.0200454 0.0096269 0.0036379 0.0067807 -0.0020597 -0.0001573 -0.0001510 
8.0249424 0.1688997 1.6678160 0.4775274 0.0087748 0.0068354 0.0204993 0.0097922 0.0039271 0.0067800 -0.0022129 -0.0000337 -0.0000728 
8.0249424 0.1932278 1.6678160 0.4938260 0.0092312 0.0062232 0.0209699 0.0100352 0.0041659 0.0067689 -0.0024460 0.0000434 -0.0000249 
8.0249424 0.2148145 1.6678160 0.5081556 0.0096401 0.0071017 0.0215764 0.0103838 0.0043649 0.0068276 -0.0026431 -0.0000075 -0.0000232 
8.0249424 0.2320587 1.6678160 0.5189472 0.0100271 0.0076097 0.0221875 0.0108022 0.0044869 0.0068984 -0.0027934 0.0000225 -0.0000148 
8.0249424 0.2436797 1.6678160 0.5260310 0.0104086 0.0076910 0.0225366 0.0109984 0.0045339 0.0070043 -0.0028932 0.0000084 0.0000068 
8.0249424 0.2487771 1.6678160 0.5291181 0.0105486 0.0075326 0.0227144 0.0111009 0.0045568 0.0070567 -0.0029336 0.0000136 -0.0000010 
8.0249424 0.2487771 1.6678160 0.5291181 0.0105486 0.0075326 0.0227144 0.0111009 0.0045568 0.0070567 -0.0029336 0.0000136 -0.0000010 
